invoice_date,Product,daily_demand
2023-02-28,Cultured milk,0.0
2023-02-28,Evaporated milk,0.0
2023-02-28,Flavored sterilized milk,0.0
2023-02-28,Modified milk,0.0
2023-02-28,Pasteurized milk 2.5% mg,0.0
2023-02-28,Pasteurized milk 3.0% mg,0.0
2023-02-28,Powdered milk 12% mg,3.0
2023-02-28,Powdered milk 18% mg,0.0
2023-02-28,Powdered milk 20% mg,0.0
2023-02-28,Powdered milk 26% mg,0.0
2023-02-28,Powdered milk 28% mg,0.0
2023-02-28,Powdered whey,0.0
2023-02-28,Skimmed pasteurized milk,0.0
2023-02-28,Skimmed powdered milk,0.0
2023-02-28,Small cheese,0.0
2023-02-28,Sterilized semi-skimmed milk,0.0
2023-02-28,Sterilized skimmed milk,0.0
2023-02-28,Sterilized whole milk,0.0
2023-02-28,Sweetened condensed milk,0.0
2023-02-28,Total powdered milk,0.0
2023-02-28,Yogurt,0.0
2023-02-28,chocolate milk,0.0
2023-03-01,Butter,0.0
2023-03-01,Cheese,0.0
2023-03-01,Condensed milk,0.0
2023-03-01,Cream,0.0
2023-03-01,Cultured milk,0.0
2023-03-01,Evaporated milk,0.0
2023-03-01,Flavored sterilized milk,0.0
2023-03-01,Modified milk,0.0
2023-03-01,Pasteurized milk 2.5% mg,0.0
2023-03-01,Pasteurized milk 3.0% mg,0.0
2023-03-01,Powdered milk 12% mg,0.0
2023-03-01,Powdered milk 18% mg,0.0
2023-03-01,Powdered milk 20% mg,0.0
2023-03-01,Powdered milk 26% mg,0.0
2023-03-01,Powdered milk 28% mg,0.0
2023-03-01,Powdered whey,0.0
2023-03-01,Skimmed pasteurized milk,0.0
2023-03-01,Skimmed powdered milk,0.0
2023-03-01,Small cheese,0.0
2023-03-01,Sterilized semi-skimmed milk,0.0
2023-03-01,Sterilized skimmed milk,0.0
2023-03-01,Sterilized whole milk,0.0
2023-03-01,Sweetened condensed milk,0.0
2023-03-01,Total powdered milk,0.0
2023-03-01,Yogurt,0.0
2023-03-01,chocolate milk,0.0
2023-03-02,Butter,0.0
2023-03-02,Cheese,0.0
2023-03-02,Condensed milk,0.0
2023-03-02,Cream,0.0
2023-03-02,Cultured milk,0.0
2023-03-02,Evaporated milk,0.0
2023-03-02,Flavored sterilized milk,0.0
2023-03-02,Modified milk,0.0
2023-03-02,Pasteurized milk 2.5% mg,0.0
2023-03-02,Pasteurized milk 3.0% mg,0.0
2023-03-02,Powdered milk 12% mg,0.0
2023-03-02,Powdered milk 18% mg,0.0
2023-03-02,Powdered milk 20% mg,0.0
2023-03-02,Powdered milk 26% mg,0.0
2023-03-02,Powdered milk 28% mg,1.0
2023-03-02,Powdered whey,0.0
2023-03-02,Skimmed pasteurized milk,0.0
2023-03-02,Skimmed powdered milk,0.0
2023-03-02,Small cheese,0.0
2023-03-02,Sterilized semi-skimmed milk,0.0
2023-03-02,Sterilized skimmed milk,0.0
2023-03-02,Sterilized whole milk,0.0
2023-03-02,Sweetened condensed milk,0.0
2023-03-02,Total powdered milk,0.0
2023-03-02,Yogurt,0.0
2023-03-02,chocolate milk,0.0
2023-03-03,Butter,0.0
2023-03-03,Cheese,0.0
2023-03-03,Condensed milk,0.0
2023-03-03,Cream,0.0
2023-03-03,Cultured milk,0.0
2023-03-03,Evaporated milk,0.0
2023-03-03,Flavored sterilized milk,0.0
2023-03-03,Modified milk,0.0
2023-03-03,Pasteurized milk 2.5% mg,0.0
2023-03-03,Pasteurized milk 3.0% mg,0.0
2023-03-03,Powdered milk 12% mg,0.0
2023-03-03,Powdered milk 18% mg,0.0
2023-03-03,Powdered milk 20% mg,0.0
2023-03-03,Powdered milk 26% mg,0.0
2023-03-03,Powdered milk 28% mg,0.0
2023-03-03,Powdered whey,0.0
2023-03-03,Skimmed pasteurized milk,0.0
2023-03-03,Skimmed powdered milk,0.0
2023-03-03,Small cheese,0.0
2023-03-03,Sterilized semi-skimmed milk,0.0
2023-03-03,Sterilized skimmed milk,0.0
2023-03-03,Sterilized whole milk,0.0
2023-03-03,Sweetened condensed milk,0.0
2023-03-03,Total powdered milk,0.0
2023-03-03,Yogurt,0.0
2023-03-03,chocolate milk,0.0
2023-03-04,Butter,0.0
2023-03-04,Cheese,0.0
2023-03-04,Condensed milk,0.0
2023-03-04,Cream,0.0
2023-03-04,Cultured milk,0.0
2023-03-04,Evaporated milk,0.0
2023-03-04,Flavored sterilized milk,0.0
2023-03-04,Modified milk,0.0
2023-03-04,Pasteurized milk 2.5% mg,3.0
2023-03-04,Pasteurized milk 3.0% mg,0.0
2023-03-04,Powdered milk 12% mg,0.0
2023-03-04,Powdered milk 18% mg,0.0
2023-03-04,Powdered milk 20% mg,0.0
2023-03-04,Powdered milk 26% mg,0.0
2023-03-04,Powdered milk 28% mg,0.0
2023-03-04,Powdered whey,0.0
2023-03-04,Skimmed pasteurized milk,0.0
2023-03-04,Skimmed powdered milk,0.0
2023-03-04,Small cheese,0.0
2023-03-04,Sterilized semi-skimmed milk,0.0
2023-03-04,Sterilized skimmed milk,0.0
2023-03-04,Sterilized whole milk,0.0
2023-03-04,Sweetened condensed milk,0.0
2023-03-04,Total powdered milk,0.0
2023-03-04,Yogurt,0.0
2023-03-04,chocolate milk,0.0
2023-03-05,Butter,0.0
2023-03-05,Cheese,4.0
2023-03-05,Condensed milk,0.0
2023-03-05,Cream,0.0
2023-03-05,Cultured milk,0.0
2023-03-05,Evaporated milk,0.0
2023-03-05,Flavored sterilized milk,0.0
2023-03-05,Modified milk,0.0
2023-03-05,Pasteurized milk 2.5% mg,0.0
2023-03-05,Pasteurized milk 3.0% mg,0.0
2023-03-05,Powdered milk 12% mg,0.0
2023-03-05,Powdered milk 18% mg,0.0
2023-03-05,Powdered milk 20% mg,0.0
2023-03-05,Powdered milk 26% mg,4.0
2023-03-05,Powdered milk 28% mg,0.0
2023-03-05,Powdered whey,0.0
2023-03-05,Skimmed pasteurized milk,0.0
2023-03-05,Skimmed powdered milk,0.0
2023-03-05,Small cheese,0.0
2023-03-05,Sterilized semi-skimmed milk,0.0
2023-03-05,Sterilized skimmed milk,0.0
2023-03-05,Sterilized whole milk,0.0
2023-03-05,Sweetened condensed milk,0.0
2023-03-05,Total powdered milk,0.0
2023-03-05,Yogurt,0.0
2023-03-05,chocolate milk,0.0
2023-03-06,Butter,0.0
2023-03-06,Cheese,0.0
2023-03-06,Condensed milk,0.0
2023-03-06,Cream,0.0
2023-03-06,Cultured milk,0.0
2023-03-06,Evaporated milk,0.0
2023-03-06,Flavored sterilized milk,0.0
2023-03-06,Modified milk,0.0
2023-03-06,Pasteurized milk 2.5% mg,0.0
2023-03-06,Pasteurized milk 3.0% mg,0.0
2023-03-06,Powdered milk 12% mg,0.0
2023-03-06,Powdered milk 18% mg,0.0
2023-03-06,Powdered milk 20% mg,0.0
2023-03-06,Powdered milk 26% mg,0.0
2023-03-06,Powdered milk 28% mg,0.0
2023-03-06,Powdered whey,0.0
2023-03-06,Skimmed pasteurized milk,0.0
2023-03-06,Skimmed powdered milk,0.0
2023-03-06,Small cheese,0.0
2023-03-06,Sterilized semi-skimmed milk,0.0
2023-03-06,Sterilized skimmed milk,0.0
2023-03-06,Sterilized whole milk,0.0
2023-03-06,Sweetened condensed milk,0.0
2023-03-06,Total powdered milk,0.0
2023-03-06,Yogurt,0.0
2023-03-06,chocolate milk,0.0
2023-03-07,Butter,0.0
2023-03-07,Cheese,0.0
2023-03-07,Condensed milk,0.0
2023-03-07,Cream,4.0
2023-03-07,Cultured milk,0.0
2023-03-07,Evaporated milk,0.0
2023-03-07,Flavored sterilized milk,0.0
2023-03-07,Modified milk,0.0
2023-03-07,Pasteurized milk 2.5% mg,0.0
2023-03-07,Pasteurized milk 3.0% mg,0.0
2023-03-07,Powdered milk 12% mg,0.0
2023-03-07,Powdered milk 18% mg,0.0
2023-03-07,Powdered milk 20% mg,0.0
2023-03-07,Powdered milk 26% mg,0.0
2023-03-07,Powdered milk 28% mg,0.0
2023-03-07,Powdered whey,0.0
2023-03-07,Skimmed pasteurized milk,0.0
2023-03-07,Skimmed powdered milk,0.0
2023-03-07,Small cheese,0.0
2023-03-07,Sterilized semi-skimmed milk,0.0
2023-03-07,Sterilized skimmed milk,0.0
2023-03-07,Sterilized whole milk,0.0
2023-03-07,Sweetened condensed milk,0.0
2023-03-07,Total powdered milk,0.0
2023-03-07,Yogurt,0.0
2023-03-07,chocolate milk,0.0
2023-03-08,Butter,0.0
2023-03-08,Cheese,0.0
2023-03-08,Condensed milk,3.0
2023-03-08,Cream,0.0
2023-03-08,Cultured milk,0.0
2023-03-08,Evaporated milk,0.0
2023-03-08,Flavored sterilized milk,0.0
2023-03-08,Modified milk,0.0
2023-03-08,Pasteurized milk 2.5% mg,0.0
2023-03-08,Pasteurized milk 3.0% mg,0.0
2023-03-08,Powdered milk 12% mg,0.0
2023-03-08,Powdered milk 18% mg,0.0
2023-03-08,Powdered milk 20% mg,0.0
2023-03-08,Powdered milk 26% mg,0.0
2023-03-08,Powdered milk 28% mg,0.0
2023-03-08,Powdered whey,0.0
2023-03-08,Skimmed pasteurized milk,0.0
2023-03-08,Skimmed powdered milk,0.0
2023-03-08,Small cheese,0.0
2023-03-08,Sterilized semi-skimmed milk,0.0
2023-03-08,Sterilized skimmed milk,0.0
2023-03-08,Sterilized whole milk,0.0
2023-03-08,Sweetened condensed milk,0.0
2023-03-08,Total powdered milk,0.0
2023-03-08,Yogurt,2.0
2023-03-08,chocolate milk,0.0
