invoice_date,Product,shopping_mall,daily_demand
2023-02-11,Sterilized skimmed milk,Metrocity,2.0
2023-02-11,Sterilized skimmed milk,Metropol AVM,1.0
2023-02-11,Sterilized skimmed milk,Viaport Outlet,0.0
2023-02-11,Sterilized skimmed milk,Zorlu Center,0.0
2023-02-11,Sterilized whole milk,Cevahir AVM,0.0
2023-02-11,Sterilized whole milk,Emaar Square Mall,0.0
2023-02-11,Sterilized whole milk,Forum Istanbul,0.0
2023-02-11,Sterilized whole milk,Istinye Park,0.0
2023-02-11,Sterilized whole milk,Kanyon,5.0
2023-02-11,Sterilized whole milk,Mall of Istanbul,0.0
2023-02-11,Sterilized whole milk,Metrocity,0.0
2023-02-11,Sterilized whole milk,Metropol AVM,5.0
2023-02-11,Sterilized whole milk,Viaport Outlet,0.0
2023-02-11,Sterilized whole milk,Zorlu Center,1.0
2023-02-11,Sweetened condensed milk,Cevahir AVM,0.0
2023-02-11,Sweetened condensed milk,Emaar Square Mall,0.0
2023-02-11,Sweetened condensed milk,Forum Istanbul,0.0
2023-02-11,Sweetened condensed milk,Istinye Park,0.0
2023-02-11,Sweetened condensed milk,Kanyon,5.0
2023-02-11,Sweetened condensed milk,Mall of Istanbul,0.0
2023-02-11,Sweetened condensed milk,Metrocity,6.0
2023-02-11,Sweetened condensed milk,Metropol AVM,2.0
2023-02-11,Sweetened condensed milk,Viaport Outlet,0.0
2023-02-11,Sweetened condensed milk,Zorlu Center,0.0
2023-02-11,Total powdered milk,Cevahir AVM,0.0
2023-02-11,Total powdered milk,Emaar Square Mall,0.0
2023-02-11,Total powdered milk,Forum Istanbul,3.0
2023-02-11,Total powdered milk,Istinye Park,5.0
2023-02-11,Total powdered milk,Kanyon,0.0
2023-02-11,Total powdered milk,Mall of Istanbul,4.0
2023-02-11,Total powdered milk,Metrocity,0.0
2023-02-11,Total powdered milk,Metropol AVM,0.0
2023-02-11,Total powdered milk,Viaport Outlet,0.0
2023-02-11,Total powdered milk,Zorlu Center,0.0
2023-02-11,Yogurt,Cevahir AVM,0.0
2023-02-11,Yogurt,Emaar Square Mall,0.0
2023-02-11,Yogurt,Forum Istanbul,5.0
2023-02-11,Yogurt,Istinye Park,0.0
2023-02-11,Yogurt,Kanyon,0.0
2023-02-11,Yogurt,Mall of Istanbul,0.0
2023-02-11,Yogurt,Metrocity,6.0
2023-02-11,Yogurt,Metropol AVM,0.0
2023-02-11,Yogurt,Viaport Outlet,0.0
2023-02-11,Yogurt,Zorlu Center,0.0
2023-02-11,chocolate milk,Cevahir AVM,0.0
2023-02-11,chocolate milk,Emaar Square Mall,0.0
2023-02-11,chocolate milk,Forum Istanbul,0.0
2023-02-11,chocolate milk,Istinye Park,3.0
2023-02-11,chocolate milk,Kanyon,2.0
2023-02-11,chocolate milk,Mall of Istanbul,2.0
2023-02-11,chocolate milk,Metrocity,1.0
2023-02-11,chocolate milk,Metropol AVM,1.0
2023-02-11,chocolate milk,Viaport Outlet,0.0
2023-02-11,chocolate milk,Zorlu Center,4.0
2023-02-12,Butter,Cevahir AVM,0.0
2023-02-12,Butter,Emaar Square Mall,0.0
2023-02-12,Butter,Forum Istanbul,3.0
2023-02-12,Butter,Istinye Park,0.0
2023-02-12,Butter,Kanyon,9.0
2023-02-12,Butter,Mall of Istanbul,0.0
2023-02-12,Butter,Metrocity,8.0
2023-02-12,Butter,Metropol AVM,0.0
2023-02-12,Butter,Viaport Outlet,0.0
2023-02-12,Butter,Zorlu Center,4.0
2023-02-12,Cheese,Cevahir AVM,0.0
2023-02-12,Cheese,Emaar Square Mall,0.0
2023-02-12,Cheese,Forum Istanbul,0.0
2023-02-12,Cheese,Istinye Park,4.0
2023-02-12,Cheese,Kanyon,4.0
2023-02-12,Cheese,Mall of Istanbul,5.0
2023-02-12,Cheese,Metrocity,0.0
2023-02-12,Cheese,Metropol AVM,0.0
2023-02-12,Cheese,Viaport Outlet,4.0
2023-02-12,Cheese,Zorlu Center,0.0
2023-02-12,Condensed milk,Cevahir AVM,0.0
2023-02-12,Condensed milk,Emaar Square Mall,0.0
2023-02-12,Condensed milk,Forum Istanbul,0.0
2023-02-12,Condensed milk,Istinye Park,0.0
2023-02-12,Condensed milk,Kanyon,0.0
2023-02-12,Condensed milk,Mall of Istanbul,5.0
2023-02-12,Condensed milk,Metrocity,0.0
2023-02-12,Condensed milk,Metropol AVM,0.0
2023-02-12,Condensed milk,Viaport Outlet,5.0
2023-02-12,Condensed milk,Zorlu Center,0.0
2023-02-12,Cream,Cevahir AVM,0.0
2023-02-12,Cream,Emaar Square Mall,0.0
2023-02-12,Cream,Forum Istanbul,0.0
2023-02-12,Cream,Istinye Park,0.0
2023-02-12,Cream,Kanyon,2.0
2023-02-12,Cream,Mall of Istanbul,4.0
2023-02-12,Cream,Metrocity,1.0
2023-02-12,Cream,Metropol AVM,4.0
2023-02-12,Cream,Viaport Outlet,0.0
2023-02-12,Cream,Zorlu Center,0.0
2023-02-12,Cultured milk,Cevahir AVM,0.0
2023-02-12,Cultured milk,Emaar Square Mall,0.0
2023-02-12,Cultured milk,Forum Istanbul,0.0
2023-02-12,Cultured milk,Istinye Park,8.0
2023-02-12,Cultured milk,Kanyon,0.0
2023-02-12,Cultured milk,Mall of Istanbul,4.0
2023-02-12,Cultured milk,Metrocity,0.0
2023-02-12,Cultured milk,Metropol AVM,1.0
2023-02-12,Cultured milk,Viaport Outlet,0.0
2023-02-12,Cultured milk,Zorlu Center,2.0
2023-02-12,Evaporated milk,Cevahir AVM,0.0
2023-02-12,Evaporated milk,Emaar Square Mall,1.0
2023-02-12,Evaporated milk,Forum Istanbul,0.0
2023-02-12,Evaporated milk,Istinye Park,0.0
2023-02-12,Evaporated milk,Kanyon,5.0
2023-02-12,Evaporated milk,Mall of Istanbul,0.0
2023-02-12,Evaporated milk,Metrocity,0.0
2023-02-12,Evaporated milk,Metropol AVM,2.0
2023-02-12,Evaporated milk,Viaport Outlet,0.0
2023-02-12,Evaporated milk,Zorlu Center,2.0
2023-02-12,Flavored sterilized milk,Cevahir AVM,0.0
2023-02-12,Flavored sterilized milk,Emaar Square Mall,0.0
2023-02-12,Flavored sterilized milk,Forum Istanbul,0.0
2023-02-12,Flavored sterilized milk,Istinye Park,0.0
2023-02-12,Flavored sterilized milk,Kanyon,0.0
2023-02-12,Flavored sterilized milk,Mall of Istanbul,8.0
2023-02-12,Flavored sterilized milk,Metrocity,0.0
2023-02-12,Flavored sterilized milk,Metropol AVM,0.0
2023-02-12,Flavored sterilized milk,Viaport Outlet,0.0
2023-02-12,Flavored sterilized milk,Zorlu Center,0.0
2023-02-12,Modified milk,Cevahir AVM,4.0
2023-02-12,Modified milk,Emaar Square Mall,0.0
2023-02-12,Modified milk,Forum Istanbul,8.0
2023-02-12,Modified milk,Istinye Park,0.0
2023-02-12,Modified milk,Kanyon,0.0
2023-02-12,Modified milk,Mall of Istanbul,9.0
2023-02-12,Modified milk,Metrocity,4.0
2023-02-12,Modified milk,Metropol AVM,0.0
2023-02-12,Modified milk,Viaport Outlet,0.0
2023-02-12,Modified milk,Zorlu Center,0.0
2023-02-12,Pasteurized milk 2.5% mg,Cevahir AVM,5.0
2023-02-12,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-02-12,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-02-12,Pasteurized milk 2.5% mg,Istinye Park,0.0
2023-02-12,Pasteurized milk 2.5% mg,Kanyon,0.0
2023-02-12,Pasteurized milk 2.5% mg,Mall of Istanbul,1.0
2023-02-12,Pasteurized milk 2.5% mg,Metrocity,4.0
2023-02-12,Pasteurized milk 2.5% mg,Metropol AVM,0.0
2023-02-12,Pasteurized milk 2.5% mg,Viaport Outlet,4.0
2023-02-12,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-02-12,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-02-12,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-02-12,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-02-12,Pasteurized milk 3.0% mg,Istinye Park,2.0
2023-02-12,Pasteurized milk 3.0% mg,Kanyon,0.0
2023-02-12,Pasteurized milk 3.0% mg,Mall of Istanbul,0.0
2023-02-12,Pasteurized milk 3.0% mg,Metrocity,2.0
2023-02-12,Pasteurized milk 3.0% mg,Metropol AVM,0.0
2023-02-12,Pasteurized milk 3.0% mg,Viaport Outlet,0.0
2023-02-12,Pasteurized milk 3.0% mg,Zorlu Center,3.0
2023-02-12,Powdered milk 12% mg,Cevahir AVM,0.0
2023-02-12,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-02-12,Powdered milk 12% mg,Forum Istanbul,0.0
2023-02-12,Powdered milk 12% mg,Istinye Park,2.0
2023-02-12,Powdered milk 12% mg,Kanyon,2.0
2023-02-12,Powdered milk 12% mg,Mall of Istanbul,2.0
2023-02-12,Powdered milk 12% mg,Metrocity,0.0
2023-02-12,Powdered milk 12% mg,Metropol AVM,0.0
2023-02-12,Powdered milk 12% mg,Viaport Outlet,3.0
2023-02-12,Powdered milk 12% mg,Zorlu Center,6.0
2023-02-12,Powdered milk 18% mg,Cevahir AVM,2.0
2023-02-12,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-02-12,Powdered milk 18% mg,Forum Istanbul,0.0
2023-02-12,Powdered milk 18% mg,Istinye Park,6.0
2023-02-12,Powdered milk 18% mg,Kanyon,5.0
2023-02-12,Powdered milk 18% mg,Mall of Istanbul,4.0
2023-02-12,Powdered milk 18% mg,Metrocity,2.0
2023-02-12,Powdered milk 18% mg,Metropol AVM,8.0
2023-02-12,Powdered milk 18% mg,Viaport Outlet,0.0
2023-02-12,Powdered milk 18% mg,Zorlu Center,0.0
2023-02-12,Powdered milk 20% mg,Cevahir AVM,0.0
2023-02-12,Powdered milk 20% mg,Emaar Square Mall,2.0
2023-02-12,Powdered milk 20% mg,Forum Istanbul,0.0
2023-02-12,Powdered milk 20% mg,Istinye Park,0.0
2023-02-12,Powdered milk 20% mg,Kanyon,11.0
2023-02-12,Powdered milk 20% mg,Mall of Istanbul,2.0
2023-02-12,Powdered milk 20% mg,Metrocity,0.0
2023-02-12,Powdered milk 20% mg,Metropol AVM,0.0
2023-02-12,Powdered milk 20% mg,Viaport Outlet,0.0
2023-02-12,Powdered milk 20% mg,Zorlu Center,3.0
2023-02-12,Powdered milk 26% mg,Cevahir AVM,0.0
2023-02-12,Powdered milk 26% mg,Emaar Square Mall,1.0
2023-02-12,Powdered milk 26% mg,Forum Istanbul,0.0
2023-02-12,Powdered milk 26% mg,Istinye Park,0.0
2023-02-12,Powdered milk 26% mg,Kanyon,0.0
2023-02-12,Powdered milk 26% mg,Mall of Istanbul,1.0
2023-02-12,Powdered milk 26% mg,Metrocity,0.0
2023-02-12,Powdered milk 26% mg,Metropol AVM,0.0
2023-02-12,Powdered milk 26% mg,Viaport Outlet,0.0
2023-02-12,Powdered milk 26% mg,Zorlu Center,4.0
2023-02-12,Powdered milk 28% mg,Cevahir AVM,0.0
2023-02-12,Powdered milk 28% mg,Emaar Square Mall,1.0
2023-02-12,Powdered milk 28% mg,Forum Istanbul,0.0
2023-02-12,Powdered milk 28% mg,Istinye Park,0.0
2023-02-12,Powdered milk 28% mg,Kanyon,2.0
2023-02-12,Powdered milk 28% mg,Mall of Istanbul,0.0
2023-02-12,Powdered milk 28% mg,Metrocity,0.0
2023-02-12,Powdered milk 28% mg,Metropol AVM,0.0
2023-02-12,Powdered milk 28% mg,Viaport Outlet,0.0
2023-02-12,Powdered milk 28% mg,Zorlu Center,4.0
2023-02-12,Powdered whey,Cevahir AVM,0.0
2023-02-12,Powdered whey,Emaar Square Mall,0.0
2023-02-12,Powdered whey,Forum Istanbul,0.0
2023-02-12,Powdered whey,Istinye Park,0.0
2023-02-12,Powdered whey,Kanyon,2.0
2023-02-12,Powdered whey,Mall of Istanbul,2.0
2023-02-12,Powdered whey,Metrocity,1.0
2023-02-12,Powdered whey,Metropol AVM,0.0
2023-02-12,Powdered whey,Viaport Outlet,4.0
2023-02-12,Powdered whey,Zorlu Center,4.0
2023-02-12,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-02-12,Skimmed pasteurized milk,Emaar Square Mall,0.0
2023-02-12,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-02-12,Skimmed pasteurized milk,Istinye Park,0.0
2023-02-12,Skimmed pasteurized milk,Kanyon,0.0
2023-02-12,Skimmed pasteurized milk,Mall of Istanbul,5.0
2023-02-12,Skimmed pasteurized milk,Metrocity,0.0
2023-02-12,Skimmed pasteurized milk,Metropol AVM,10.0
2023-02-12,Skimmed pasteurized milk,Viaport Outlet,0.0
2023-02-12,Skimmed pasteurized milk,Zorlu Center,0.0
2023-02-12,Skimmed powdered milk,Cevahir AVM,0.0
2023-02-12,Skimmed powdered milk,Emaar Square Mall,3.0
2023-02-12,Skimmed powdered milk,Forum Istanbul,0.0
2023-02-12,Skimmed powdered milk,Istinye Park,2.0
2023-02-12,Skimmed powdered milk,Kanyon,0.0
2023-02-12,Skimmed powdered milk,Mall of Istanbul,0.0
2023-02-12,Skimmed powdered milk,Metrocity,1.0
2023-02-12,Skimmed powdered milk,Metropol AVM,2.0
2023-02-12,Skimmed powdered milk,Viaport Outlet,0.0
2023-02-12,Skimmed powdered milk,Zorlu Center,3.0
2023-02-12,Small cheese,Cevahir AVM,0.0
2023-02-12,Small cheese,Emaar Square Mall,6.0
2023-02-12,Small cheese,Forum Istanbul,0.0
2023-02-12,Small cheese,Istinye Park,6.0
2023-02-12,Small cheese,Kanyon,4.0
2023-02-12,Small cheese,Mall of Istanbul,0.0
2023-02-12,Small cheese,Metrocity,0.0
2023-02-12,Small cheese,Metropol AVM,4.0
2023-02-12,Small cheese,Viaport Outlet,0.0
2023-02-12,Small cheese,Zorlu Center,0.0
2023-02-12,Sterilized semi-skimmed milk,Cevahir AVM,0.0
2023-02-12,Sterilized semi-skimmed milk,Emaar Square Mall,2.0
2023-02-12,Sterilized semi-skimmed milk,Forum Istanbul,0.0
2023-02-12,Sterilized semi-skimmed milk,Istinye Park,0.0
2023-02-12,Sterilized semi-skimmed milk,Kanyon,0.0
2023-02-12,Sterilized semi-skimmed milk,Mall of Istanbul,1.0
2023-02-12,Sterilized semi-skimmed milk,Metrocity,0.0
2023-02-12,Sterilized semi-skimmed milk,Metropol AVM,4.0
2023-02-12,Sterilized semi-skimmed milk,Viaport Outlet,0.0
2023-02-12,Sterilized semi-skimmed milk,Zorlu Center,0.0
2023-02-12,Sterilized skimmed milk,Cevahir AVM,0.0
2023-02-12,Sterilized skimmed milk,Emaar Square Mall,1.0
2023-02-12,Sterilized skimmed milk,Forum Istanbul,0.0
2023-02-12,Sterilized skimmed milk,Istinye Park,0.0
2023-02-12,Sterilized skimmed milk,Kanyon,0.0
2023-02-12,Sterilized skimmed milk,Mall of Istanbul,7.0
2023-02-12,Sterilized skimmed milk,Metrocity,2.0
2023-02-12,Sterilized skimmed milk,Metropol AVM,0.0
2023-02-12,Sterilized skimmed milk,Viaport Outlet,0.0
2023-02-12,Sterilized skimmed milk,Zorlu Center,5.0
2023-02-12,Sterilized whole milk,Cevahir AVM,0.0
2023-02-12,Sterilized whole milk,Emaar Square Mall,6.0
2023-02-12,Sterilized whole milk,Forum Istanbul,0.0
2023-02-12,Sterilized whole milk,Istinye Park,0.0
2023-02-12,Sterilized whole milk,Kanyon,4.0
2023-02-12,Sterilized whole milk,Mall of Istanbul,0.0
2023-02-12,Sterilized whole milk,Metrocity,11.0
2023-02-12,Sterilized whole milk,Metropol AVM,0.0
2023-02-12,Sterilized whole milk,Viaport Outlet,0.0
2023-02-12,Sterilized whole milk,Zorlu Center,0.0
2023-02-12,Sweetened condensed milk,Cevahir AVM,0.0
2023-02-12,Sweetened condensed milk,Emaar Square Mall,0.0
2023-02-12,Sweetened condensed milk,Forum Istanbul,0.0
2023-02-12,Sweetened condensed milk,Istinye Park,0.0
2023-02-12,Sweetened condensed milk,Kanyon,8.0
2023-02-12,Sweetened condensed milk,Mall of Istanbul,2.0
2023-02-12,Sweetened condensed milk,Metrocity,0.0
2023-02-12,Sweetened condensed milk,Metropol AVM,0.0
2023-02-12,Sweetened condensed milk,Viaport Outlet,0.0
2023-02-12,Sweetened condensed milk,Zorlu Center,0.0
2023-02-12,Total powdered milk,Cevahir AVM,1.0
2023-02-12,Total powdered milk,Emaar Square Mall,0.0
2023-02-12,Total powdered milk,Forum Istanbul,0.0
2023-02-12,Total powdered milk,Istinye Park,1.0
2023-02-12,Total powdered milk,Kanyon,6.0
2023-02-12,Total powdered milk,Mall of Istanbul,5.0
2023-02-12,Total powdered milk,Metrocity,9.0
2023-02-12,Total powdered milk,Metropol AVM,4.0
2023-02-12,Total powdered milk,Viaport Outlet,5.0
2023-02-12,Total powdered milk,Zorlu Center,0.0
2023-02-12,Yogurt,Cevahir AVM,0.0
2023-02-12,Yogurt,Emaar Square Mall,0.0
2023-02-12,Yogurt,Forum Istanbul,0.0
2023-02-12,Yogurt,Istinye Park,8.0
2023-02-12,Yogurt,Kanyon,3.0
2023-02-12,Yogurt,Mall of Istanbul,1.0
2023-02-12,Yogurt,Metrocity,1.0
2023-02-12,Yogurt,Metropol AVM,5.0
2023-02-12,Yogurt,Viaport Outlet,0.0
2023-02-12,Yogurt,Zorlu Center,0.0
2023-02-12,chocolate milk,Cevahir AVM,0.0
2023-02-12,chocolate milk,Emaar Square Mall,0.0
2023-02-12,chocolate milk,Forum Istanbul,0.0
2023-02-12,chocolate milk,Istinye Park,0.0
2023-02-12,chocolate milk,Kanyon,0.0
2023-02-12,chocolate milk,Mall of Istanbul,0.0
2023-02-12,chocolate milk,Metrocity,5.0
2023-02-12,chocolate milk,Metropol AVM,0.0
2023-02-12,chocolate milk,Viaport Outlet,4.0
2023-02-12,chocolate milk,Zorlu Center,0.0
2023-02-13,Butter,Cevahir AVM,0.0
2023-02-13,Butter,Emaar Square Mall,7.0
2023-02-13,Butter,Forum Istanbul,0.0
2023-02-13,Butter,Istinye Park,0.0
2023-02-13,Butter,Kanyon,0.0
2023-02-13,Butter,Mall of Istanbul,7.0
2023-02-13,Butter,Metrocity,3.0
2023-02-13,Butter,Metropol AVM,0.0
2023-02-13,Butter,Viaport Outlet,0.0
2023-02-13,Butter,Zorlu Center,0.0
2023-02-13,Cheese,Cevahir AVM,0.0
2023-02-13,Cheese,Emaar Square Mall,0.0
2023-02-13,Cheese,Forum Istanbul,0.0
2023-02-13,Cheese,Istinye Park,0.0
2023-02-13,Cheese,Kanyon,3.0
2023-02-13,Cheese,Mall of Istanbul,0.0
2023-02-13,Cheese,Metrocity,3.0
2023-02-13,Cheese,Metropol AVM,0.0
2023-02-13,Cheese,Viaport Outlet,3.0
2023-02-13,Cheese,Zorlu Center,0.0
2023-02-13,Condensed milk,Cevahir AVM,0.0
2023-02-13,Condensed milk,Emaar Square Mall,1.0
2023-02-13,Condensed milk,Forum Istanbul,0.0
2023-02-13,Condensed milk,Istinye Park,0.0
2023-02-13,Condensed milk,Kanyon,0.0
2023-02-13,Condensed milk,Mall of Istanbul,1.0
2023-02-13,Condensed milk,Metrocity,0.0
2023-02-13,Condensed milk,Metropol AVM,0.0
2023-02-13,Condensed milk,Viaport Outlet,5.0
2023-02-13,Condensed milk,Zorlu Center,0.0
2023-02-13,Cream,Cevahir AVM,8.0
2023-02-13,Cream,Emaar Square Mall,0.0
2023-02-13,Cream,Forum Istanbul,5.0
2023-02-13,Cream,Istinye Park,0.0
2023-02-13,Cream,Kanyon,0.0
2023-02-13,Cream,Mall of Istanbul,6.0
2023-02-13,Cream,Metrocity,0.0
2023-02-13,Cream,Metropol AVM,0.0
2023-02-13,Cream,Viaport Outlet,0.0
2023-02-13,Cream,Zorlu Center,0.0
2023-02-13,Cultured milk,Cevahir AVM,0.0
2023-02-13,Cultured milk,Emaar Square Mall,1.0
2023-02-13,Cultured milk,Forum Istanbul,1.0
2023-02-13,Cultured milk,Istinye Park,6.0
2023-02-13,Cultured milk,Kanyon,5.0
2023-02-13,Cultured milk,Mall of Istanbul,0.0
2023-02-13,Cultured milk,Metrocity,1.0
2023-02-13,Cultured milk,Metropol AVM,5.0
2023-02-13,Cultured milk,Viaport Outlet,0.0
2023-02-13,Cultured milk,Zorlu Center,0.0
2023-02-13,Evaporated milk,Cevahir AVM,1.0
2023-02-13,Evaporated milk,Emaar Square Mall,0.0
2023-02-13,Evaporated milk,Forum Istanbul,0.0
2023-02-13,Evaporated milk,Istinye Park,0.0
2023-02-13,Evaporated milk,Kanyon,0.0
2023-02-13,Evaporated milk,Mall of Istanbul,0.0
2023-02-13,Evaporated milk,Metrocity,0.0
2023-02-13,Evaporated milk,Metropol AVM,9.0
2023-02-13,Evaporated milk,Viaport Outlet,0.0
2023-02-13,Evaporated milk,Zorlu Center,0.0
2023-02-13,Flavored sterilized milk,Cevahir AVM,0.0
2023-02-13,Flavored sterilized milk,Emaar Square Mall,0.0
2023-02-13,Flavored sterilized milk,Forum Istanbul,5.0
2023-02-13,Flavored sterilized milk,Istinye Park,1.0
2023-02-13,Flavored sterilized milk,Kanyon,0.0
2023-02-13,Flavored sterilized milk,Mall of Istanbul,3.0
2023-02-13,Flavored sterilized milk,Metrocity,0.0
2023-02-13,Flavored sterilized milk,Metropol AVM,9.0
2023-02-13,Flavored sterilized milk,Viaport Outlet,0.0
2023-02-13,Flavored sterilized milk,Zorlu Center,0.0
2023-02-13,Modified milk,Cevahir AVM,0.0
2023-02-13,Modified milk,Emaar Square Mall,3.0
2023-02-13,Modified milk,Forum Istanbul,0.0
2023-02-13,Modified milk,Istinye Park,7.0
2023-02-13,Modified milk,Kanyon,2.0
2023-02-13,Modified milk,Mall of Istanbul,8.0
2023-02-13,Modified milk,Metrocity,2.0
2023-02-13,Modified milk,Metropol AVM,0.0
2023-02-13,Modified milk,Viaport Outlet,0.0
2023-02-13,Modified milk,Zorlu Center,0.0
2023-02-13,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-02-13,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-02-13,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-02-13,Pasteurized milk 2.5% mg,Istinye Park,0.0
2023-02-13,Pasteurized milk 2.5% mg,Kanyon,7.0
2023-02-13,Pasteurized milk 2.5% mg,Mall of Istanbul,0.0
2023-02-13,Pasteurized milk 2.5% mg,Metrocity,0.0
2023-02-13,Pasteurized milk 2.5% mg,Metropol AVM,0.0
2023-02-13,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-02-13,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-02-13,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-02-13,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-02-13,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-02-13,Pasteurized milk 3.0% mg,Istinye Park,1.0
2023-02-13,Pasteurized milk 3.0% mg,Kanyon,3.0
2023-02-13,Pasteurized milk 3.0% mg,Mall of Istanbul,3.0
2023-02-13,Pasteurized milk 3.0% mg,Metrocity,0.0
2023-02-13,Pasteurized milk 3.0% mg,Metropol AVM,8.0
2023-02-13,Pasteurized milk 3.0% mg,Viaport Outlet,0.0
2023-02-13,Pasteurized milk 3.0% mg,Zorlu Center,2.0
2023-02-13,Powdered milk 12% mg,Cevahir AVM,2.0
2023-02-13,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-02-13,Powdered milk 12% mg,Forum Istanbul,0.0
2023-02-13,Powdered milk 12% mg,Istinye Park,4.0
2023-02-13,Powdered milk 12% mg,Kanyon,2.0
2023-02-13,Powdered milk 12% mg,Mall of Istanbul,5.0
2023-02-13,Powdered milk 12% mg,Metrocity,4.0
2023-02-13,Powdered milk 12% mg,Metropol AVM,0.0
2023-02-13,Powdered milk 12% mg,Viaport Outlet,0.0
2023-02-13,Powdered milk 12% mg,Zorlu Center,0.0
2023-02-13,Powdered milk 18% mg,Cevahir AVM,0.0
2023-02-13,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-02-13,Powdered milk 18% mg,Forum Istanbul,0.0
2023-02-13,Powdered milk 18% mg,Istinye Park,0.0
2023-02-13,Powdered milk 18% mg,Kanyon,1.0
2023-02-13,Powdered milk 18% mg,Mall of Istanbul,3.0
2023-02-13,Powdered milk 18% mg,Metrocity,0.0
2023-02-13,Powdered milk 18% mg,Metropol AVM,0.0
2023-02-13,Powdered milk 18% mg,Viaport Outlet,0.0
2023-02-13,Powdered milk 18% mg,Zorlu Center,3.0
2023-02-13,Powdered milk 20% mg,Cevahir AVM,0.0
2023-02-13,Powdered milk 20% mg,Emaar Square Mall,0.0
2023-02-13,Powdered milk 20% mg,Forum Istanbul,3.0
2023-02-13,Powdered milk 20% mg,Istinye Park,0.0
2023-02-13,Powdered milk 20% mg,Kanyon,5.0
2023-02-13,Powdered milk 20% mg,Mall of Istanbul,9.0
2023-02-13,Powdered milk 20% mg,Metrocity,4.0
2023-02-13,Powdered milk 20% mg,Metropol AVM,0.0
2023-02-13,Powdered milk 20% mg,Viaport Outlet,0.0
2023-02-13,Powdered milk 20% mg,Zorlu Center,0.0
2023-02-13,Powdered milk 26% mg,Cevahir AVM,1.0
2023-02-13,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-02-13,Powdered milk 26% mg,Forum Istanbul,5.0
2023-02-13,Powdered milk 26% mg,Istinye Park,0.0
2023-02-13,Powdered milk 26% mg,Kanyon,1.0
2023-02-13,Powdered milk 26% mg,Mall of Istanbul,4.0
2023-02-13,Powdered milk 26% mg,Metrocity,3.0
2023-02-13,Powdered milk 26% mg,Metropol AVM,0.0
2023-02-13,Powdered milk 26% mg,Viaport Outlet,0.0
2023-02-13,Powdered milk 26% mg,Zorlu Center,0.0
2023-02-13,Powdered milk 28% mg,Cevahir AVM,0.0
2023-02-13,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-02-13,Powdered milk 28% mg,Forum Istanbul,4.0
2023-02-13,Powdered milk 28% mg,Istinye Park,2.0
2023-02-13,Powdered milk 28% mg,Kanyon,0.0
2023-02-13,Powdered milk 28% mg,Mall of Istanbul,5.0
2023-02-13,Powdered milk 28% mg,Metrocity,4.0
2023-02-13,Powdered milk 28% mg,Metropol AVM,7.0
2023-02-13,Powdered milk 28% mg,Viaport Outlet,0.0
2023-02-13,Powdered milk 28% mg,Zorlu Center,0.0
2023-02-13,Powdered whey,Cevahir AVM,0.0
2023-02-13,Powdered whey,Emaar Square Mall,0.0
2023-02-13,Powdered whey,Forum Istanbul,2.0
2023-02-13,Powdered whey,Istinye Park,0.0
2023-02-13,Powdered whey,Kanyon,8.0
2023-02-13,Powdered whey,Mall of Istanbul,2.0
2023-02-13,Powdered whey,Metrocity,0.0
2023-02-13,Powdered whey,Metropol AVM,0.0
2023-02-13,Powdered whey,Viaport Outlet,0.0
2023-02-13,Powdered whey,Zorlu Center,0.0
2023-02-13,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-02-13,Skimmed pasteurized milk,Emaar Square Mall,3.0
2023-02-13,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-02-13,Skimmed pasteurized milk,Istinye Park,0.0
2023-02-13,Skimmed pasteurized milk,Kanyon,0.0
2023-02-13,Skimmed pasteurized milk,Mall of Istanbul,5.0
2023-02-13,Skimmed pasteurized milk,Metrocity,5.0
2023-02-13,Skimmed pasteurized milk,Metropol AVM,0.0
2023-02-13,Skimmed pasteurized milk,Viaport Outlet,1.0
2023-02-13,Skimmed pasteurized milk,Zorlu Center,5.0
2023-02-13,Skimmed powdered milk,Cevahir AVM,0.0
2023-02-13,Skimmed powdered milk,Emaar Square Mall,5.0
