Year,Factory_Name,Product,Unity,Month,Quantity
2019,LACTALIS - Osorno (Los Lagos),Yogurt,Lts,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Cultured milk,Lts,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Small cheese,Kg,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Cheese,Kg,Jun,396341
2019,LACTALIS - Osorno (Los Lagos),Cream,Kg,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Butter,Kg,Jun,90295
2019,LACTALIS - Osorno (Los Lagos),Powdered whey,Kg,Jun,308235
2019,LACTALIS - Osorno (Los Lagos),Condensed milk,Kg,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Sweetened condensed milk,Kg,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Modified milk,Kg,Jun,0
2019,LACTALIS - Osorno (Los Lagos),Evaporated milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Received milk volume,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Sterilized whole milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Sterilized skimmed milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Flavored sterilized milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered milk 28% mg,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered milk 26% mg,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered milk 18% mg,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered milk 20% mg,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered milk 12% mg,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Skimmed powdered milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Total powdered milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Yogurt,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Cultured milk,Lts,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Small cheese,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Cheese,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Cream,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Butter,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Powdered whey,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Condensed milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Sweetened condensed milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Modified milk,Kg,Jun,0
2019,LACTALIS - Río Bueno (Los Ríos),Evaporated milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Received milk volume,Lts,Jun,3094803
2019,LACTALIS - Purranque (Los Lagos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Sterilized whole milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Sterilized skimmed milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Flavored sterilized milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered milk 28% mg,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered milk 26% mg,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered milk 18% mg,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered milk 20% mg,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered milk 12% mg,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Skimmed powdered milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Total powdered milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Yogurt,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Cultured milk,Lts,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Small cheese,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Cheese,Kg,Jun,322056
2019,LACTALIS - Purranque (Los Lagos),Cream,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Butter,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Powdered whey,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Condensed milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Sweetened condensed milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Modified milk,Kg,Jun,0
2019,LACTALIS - Purranque (Los Lagos),Evaporated milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Received milk volume,Lts,Jun,1289213
2019,LACTALIS - Melipilla (Metropolitana),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Sterilized whole milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Sterilized skimmed milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Flavored sterilized milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered milk 28% mg,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered milk 26% mg,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered milk 18% mg,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered milk 20% mg,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered milk 12% mg,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Skimmed powdered milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Total powdered milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Yogurt,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Cultured milk,Lts,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Small cheese,Kg,Jun,306690
2019,LACTALIS - Melipilla (Metropolitana),Cheese,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Cream,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Butter,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Powdered whey,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Condensed milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Sweetened condensed milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Modified milk,Kg,Jun,0
2019,LACTALIS - Melipilla (Metropolitana),Evaporated milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Received milk volume,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Sterilized whole milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Sterilized skimmed milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Flavored sterilized milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered milk 28% mg,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered milk 26% mg,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered milk 18% mg,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered milk 20% mg,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered milk 12% mg,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Skimmed powdered milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Total powdered milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Yogurt,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Cultured milk,Lts,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Small cheese,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Cheese,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Cream,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Butter,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Powdered whey,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Condensed milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Sweetened condensed milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Modified milk,Kg,Jun,0
2019,LACTEOS FRUTILLAR - Frutillar (Los Lagos),Evaporated milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Received milk volume,Lts,Jun,1851676
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Sterilized whole milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Sterilized skimmed milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Flavored sterilized milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered milk 28% mg,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered milk 26% mg,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered milk 18% mg,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered milk 20% mg,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered milk 12% mg,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Skimmed powdered milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Total powdered milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Yogurt,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Cultured milk,Lts,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Small cheese,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Cheese,Kg,Jun,226156
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Cream,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Butter,Kg,Jun,27126
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Powdered whey,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Condensed milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Sweetened condensed milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Modified milk,Kg,Jun,0
2019,LACTEOS OSORNO LTDA. - Osorno (Los Lagos),Evaporated milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Received milk volume,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Skimmed pasteurized milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Sterilized whole milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Sterilized skimmed milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Flavored sterilized milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered milk 28% mg,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered milk 26% mg,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered milk 18% mg,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered milk 20% mg,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered milk 12% mg,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Skimmed powdered milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Total powdered milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Yogurt,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Cultured milk,Lts,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Small cheese,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Cheese,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Cream,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Butter,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Powdered whey,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Condensed milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Sweetened condensed milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Modified milk,Kg,Jun,0
2019,LACTEOS VALDIVIA LTDA. - Valdivia (Los Ríos),Evaporated milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Received milk volume,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Skimmed pasteurized milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Sterilized whole milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Sterilized semi-skimmed milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Sterilized skimmed milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Flavored sterilized milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered milk 28% mg,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered milk 26% mg,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered milk 18% mg,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered milk 20% mg,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered milk 12% mg,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Skimmed powdered milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Total powdered milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Yogurt,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Cultured milk,Lts,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Small cheese,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Cheese,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Cream,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Butter,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Powdered whey,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Condensed milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Sweetened condensed milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Modified milk,Kg,Jun,0
2019,LB INDUSTRIAS DE ALIMENTOS S.A. - Temuco (La Araucanía),Evaporated milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Received milk volume,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Skimmed pasteurized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Sterilized whole milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Sterilized semi-skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Sterilized skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Flavored sterilized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered milk 28% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered milk 26% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered milk 18% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered milk 20% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered milk 12% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Skimmed powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Total powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Yogurt,Lts,Jun,1747649
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Cultured milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Small cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Cream,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Butter,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Powdered whey,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Condensed milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Sweetened condensed milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Modified milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Macul (Metropolitana),Evaporated milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Received milk volume,Lts,Jun,4309575
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Skimmed pasteurized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Sterilized whole milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Sterilized semi-skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Sterilized skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Flavored sterilized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered milk 28% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered milk 26% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered milk 18% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered milk 20% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered milk 12% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Skimmed powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Total powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Yogurt,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Cultured milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Small cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Cream,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Butter,Kg,Jun,57620
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Powdered whey,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Condensed milk,Kg,Jun,2457351
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Sweetened condensed milk,Kg,Jun,1765707
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Modified milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Los Angeles (Biobío),Evaporated milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Received milk volume,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Skimmed pasteurized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Sterilized whole milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Sterilized skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Flavored sterilized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered milk 28% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered milk 26% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered milk 18% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered milk 20% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered milk 12% mg,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Skimmed powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Total powdered milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Yogurt,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Cultured milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Small cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Cheese,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Cream,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Butter,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Powdered whey,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Condensed milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Sweetened condensed milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Modified milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Osorno (Los Lagos),Evaporated milk,Kg,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Received milk volume,Lts,Jun,8979189
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Pasteurized milk 3.0% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Pasteurized milk 2.5% mg,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Skimmed pasteurized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Sterilized whole milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Sterilized semi-skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Sterilized skimmed milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Flavored sterilized milk,Lts,Jun,0
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Powdered milk 28% mg,Kg,Jun,58091
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Powdered milk 26% mg,Kg,Jun,17629
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Powdered milk 18% mg,Kg,Jun,57218
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Powdered milk 20% mg,Kg,Jun,132938
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Powdered milk 12% mg,Kg,Jun,77322
2019,NESTLE CHILE S.A. - Llanquihue (Los Lagos),Skimmed powdered milk,Kg,Jun,0
