customer_id,business_type,location,annual_revenue,order_frequency,total_quantity_purchased,product,quantity
3973,Wholesaler,Mbale,34148530,18,8127,Flavored Milk,186
3974,Wholesaler,Gulu,40835752,13,3458,Flavored Milk,104
3975,Retailer,Mbarara,31748821,18,6351,Powder Milk,115
3976,Wholesaler,Kampala,98985029,16,7544,Butter,89
3977,Wholesaler,Mbale,65716605,16,1734,Flavored Milk,60
3978,Retailer,Mbarara,57117994,10,919,Cheese,180
3979,Wholesaler,Jinja,83267069,9,5173,Milk,143
3980,Retailer,Jinja,42260150,8,9155,Milk,130
3981,Retailer,Mbale,73932875,19,5925,Flavored Milk,162
3982,Wholesaler,Jinja,41844734,3,7262,Butter,13
3983,Retailer,Gulu,82903247,9,6777,Cream,161
3984,Retailer,Mbale,51741016,2,9872,Powder Milk,193
3985,Retailer,Jinja,73434010,19,592,Cheese,100
3986,Retailer,Kampala,92495255,8,2253,Cheese,192
3987,Retailer,Jinja,89655947,18,2985,Powder Milk,63
3988,Wholesaler,Gulu,63605044,8,801,Cream,12
3989,Wholesaler,Mbarara,7668844,5,2161,Cheese,184
3990,Retailer,Mbarara,67481518,6,8662,Yogurt,39
3991,Retailer,Jinja,39398287,10,7326,Flavored Milk,85
3992,Wholesaler,Mbarara,38538464,15,9728,Cheese,50
3993,Retailer,Jinja,34938741,4,5749,Cream,115
3994,Wholesaler,Gulu,27244960,3,596,Flavored Milk,192
3995,Retailer,Mbarara,15194714,9,5011,Butter,68
3996,Retailer,Kampala,25580306,16,2607,Butter,49
3997,Retailer,Jinja,81366063,16,1621,Powder Milk,54
3998,Retailer,Mbarara,30881421,15,6634,Butter,159
3999,Retailer,Gulu,92934872,9,8695,Yogurt,24
4000,Retailer,Gulu,53692709,17,2741,Butter,26
4001,Retailer,Kampala,82000123,12,7010,Flavored Milk,196
4002,Wholesaler,Gulu,57149813,8,9999,Milk,117
4003,Wholesaler,Gulu,35403158,14,4824,Milk,34
4004,Wholesaler,Mbarara,95896132,18,109,Flavored Milk,52
4005,Retailer,Jinja,10592811,12,9659,Milk,188
4006,Retailer,Mbale,6388963,14,6261,Cheese,70
4007,Retailer,Gulu,75737461,5,1388,Milk,182
4008,Retailer,Gulu,50732548,1,8708,Cream,140
4009,Retailer,Mbale,39548262,13,7051,Yogurt,173
4010,Retailer,Gulu,49924780,14,7998,Butter,37
4011,Retailer,Mbarara,62277667,2,2521,Milk,116
4012,Wholesaler,Mbarara,56592428,16,8961,Milk,133
4013,Retailer,Mbale,86819267,5,9477,Cream,182
4014,Wholesaler,Gulu,81580169,1,8804,Powder Milk,93
4015,Wholesaler,Gulu,68884096,12,9224,Yogurt,158
4016,Retailer,Jinja,16453095,19,4570,Powder Milk,36
4017,Retailer,Gulu,10284326,10,8151,Yogurt,92
4018,Wholesaler,Mbarara,96475492,12,1780,Milk,109
4019,Wholesaler,Kampala,77478274,19,4389,Cheese,85
4020,Retailer,Kampala,18021806,16,7929,Milk,44
4021,Retailer,Kampala,36450526,17,8087,Cheese,185
4022,Wholesaler,Kampala,20440592,13,7850,Powder Milk,106
4023,Retailer,Gulu,67224470,7,3097,Cream,109
4024,Retailer,Gulu,21860620,3,9599,Butter,160
4025,Retailer,Jinja,14747246,5,5275,Flavored Milk,22
4026,Wholesaler,Gulu,77448410,4,1835,Butter,167
4027,Wholesaler,Kampala,26480114,15,2012,Milk,157
4028,Wholesaler,Mbale,64957139,17,7296,Milk,15
4029,Retailer,Mbale,50478334,12,9430,Cheese,156
4030,Retailer,Mbarara,50058347,14,6015,Yogurt,83
4031,Wholesaler,Mbarara,99026135,4,2728,Powder Milk,19
4032,Wholesaler,Gulu,66108598,17,6155,Powder Milk,193
4033,Wholesaler,Mbale,78619688,11,5357,Powder Milk,30
4034,Retailer,Kampala,48526018,6,3173,Cheese,136
4035,Wholesaler,Kampala,18632125,4,3193,Yogurt,65
4036,Wholesaler,Kampala,10805802,13,2850,Yogurt,66
4037,Retailer,Gulu,33600505,15,373,Cream,139
4038,Retailer,Gulu,93533069,18,2252,Yogurt,48
4039,Retailer,Jinja,30243009,17,6252,Yogurt,70
4040,Wholesaler,Kampala,20593665,19,7492,Milk,182
4041,Retailer,Kampala,12285862,10,1844,Flavored Milk,119
4042,Retailer,Gulu,14842280,5,2392,Powder Milk,165
4043,Wholesaler,Gulu,56044163,12,3095,Flavored Milk,155
4044,Retailer,Jinja,64098593,15,1357,Butter,23
4045,Wholesaler,Jinja,48603666,4,1505,Butter,192
4046,Wholesaler,Mbarara,97381433,8,9204,Butter,68
4047,Retailer,Mbale,35736164,17,9959,Cheese,118
4048,Retailer,Kampala,85286920,6,5441,Butter,156
4049,Retailer,Kampala,95055191,16,2589,Powder Milk,50
4050,Retailer,Jinja,65116445,5,3668,Cream,149
4051,Retailer,Jinja,99675401,14,2428,Butter,157
4052,Retailer,Mbarara,79140338,2,9116,Butter,171
4053,Wholesaler,Mbale,76273769,17,2255,Cream,134
4054,Wholesaler,Mbarara,11485355,6,1189,Milk,45
4055,Retailer,Mbale,72915815,11,3641,Butter,30
4056,Wholesaler,Kampala,33057391,2,4764,Cream,65
4057,Retailer,Mbarara,10229907,1,4764,Flavored Milk,50
4058,Wholesaler,Jinja,66706213,5,9787,Milk,136
4059,Wholesaler,Mbarara,26862507,8,4717,Yogurt,178
4060,Wholesaler,Mbarara,85063803,4,8507,Cheese,180
4061,Retailer,Kampala,30414769,19,8343,Milk,115
4062,Wholesaler,Jinja,86939622,5,7904,Milk,95
4063,Retailer,Jinja,61090884,5,7208,Flavored Milk,47
4064,Wholesaler,Gulu,74280991,16,4023,Cream,155
4065,Wholesaler,Gulu,9254970,18,9776,Powder Milk,17
4066,Wholesaler,Gulu,61986125,11,2319,Powder Milk,157
4067,Wholesaler,Kampala,21482429,17,2533,Butter,194
4068,Wholesaler,Mbarara,94760973,3,1263,Yogurt,115
4069,Retailer,Jinja,34944893,18,4785,Cream,155
4070,Retailer,Jinja,20697178,4,4479,Flavored Milk,117
4071,Wholesaler,Mbarara,81384309,19,9148,Cream,197
4072,Wholesaler,Jinja,98829465,9,9823,Cream,139
4073,Wholesaler,Mbarara,56969547,5,9846,Flavored Milk,179
4074,Wholesaler,Kampala,10931143,4,6045,Milk,73
4075,Retailer,Kampala,60011657,16,619,Yogurt,53
4076,Wholesaler,Kampala,54945743,10,8145,Cream,188
4077,Retailer,Mbarara,46516313,9,1595,Flavored Milk,110
4078,Wholesaler,Mbarara,46439367,16,958,Powder Milk,115
4079,Retailer,Mbale,51456296,17,4512,Cheese,74
4080,Wholesaler,Jinja,20762220,18,4133,Cream,74
4081,Wholesaler,Jinja,24848924,15,3390,Cheese,127
4082,Retailer,Mbale,49163923,9,6997,Flavored Milk,133
4083,Wholesaler,Mbale,13742608,6,7089,Milk,191
4084,Wholesaler,Kampala,74248914,6,7162,Cream,117
4085,Wholesaler,Mbale,17213648,11,2475,Cheese,104
4086,Retailer,Mbarara,33394342,3,7205,Milk,176
4087,Wholesaler,Gulu,11830971,12,9255,Butter,145
4088,Wholesaler,Mbarara,33718528,15,6720,Butter,76
4089,Retailer,Mbale,23298483,7,1922,Cream,120
4090,Retailer,Jinja,5361116,18,4959,Milk,85
4091,Retailer,Mbarara,25792589,15,8447,Flavored Milk,58
4092,Wholesaler,Jinja,77805392,8,865,Butter,173
4093,Wholesaler,Mbarara,5451420,9,115,Powder Milk,16
4094,Wholesaler,Jinja,49442081,15,2101,Cream,24
4095,Retailer,Mbarara,28686362,16,52,Cream,94
4096,Wholesaler,Jinja,39377022,3,7476,Butter,162
4097,Wholesaler,Gulu,55799853,5,374,Powder Milk,194
4098,Retailer,Kampala,35948896,3,6184,Cheese,47
4099,Retailer,Mbarara,31206310,2,654,Flavored Milk,46
4100,Retailer,Gulu,6136045,2,4941,Milk,131
4101,Retailer,Kampala,50840013,4,2632,Butter,25
4102,Retailer,Mbarara,79977518,3,3172,Cream,10
4103,Wholesaler,Gulu,91010500,9,8026,Flavored Milk,184
4104,Retailer,Gulu,84451700,12,3164,Butter,189
4105,Wholesaler,Gulu,96815521,9,396,Cheese,46
4106,Wholesaler,Mbale,72911581,19,3493,Flavored Milk,54
4107,Retailer,Jinja,47161015,12,2304,Yogurt,151
4108,Retailer,Kampala,32784447,16,8352,Cream,194
4109,Retailer,Jinja,43821448,1,72,Cheese,171
4110,Wholesaler,Jinja,60503834,10,3866,Milk,168
4111,Retailer,Jinja,58908379,10,1757,Flavored Milk,92
4112,Retailer,Gulu,61123241,4,6765,Powder Milk,181
4113,Retailer,Jinja,65257049,11,6103,Butter,32
4114,Retailer,Mbale,69127651,11,3865,Powder Milk,103
4115,Retailer,Mbarara,8426695,11,8988,Flavored Milk,90
4116,Wholesaler,Gulu,15823313,6,564,Milk,75
4117,Wholesaler,Kampala,96821523,15,6337,Powder Milk,148
4118,Wholesaler,Mbarara,40755833,2,3089,Powder Milk,186
4119,Retailer,Mbarara,81571900,3,5911,Powder Milk,67
4120,Retailer,Mbarara,29154783,5,2906,Cream,38
4121,Retailer,Jinja,8304623,11,2391,Flavored Milk,92
4122,Wholesaler,Jinja,87418129,12,8566,Butter,188
4123,Retailer,Gulu,77601152,3,6386,Cream,138
4124,Retailer,Jinja,88649585,9,3412,Powder Milk,142
4125,Retailer,Jinja,29542035,3,7856,Cheese,124
4126,Wholesaler,Jinja,41290035,2,3540,Cheese,43
4127,Retailer,Gulu,52280120,6,2557,Butter,134
4128,Wholesaler,Gulu,99452958,6,8198,Cream,87
4129,Retailer,Mbale,74009051,17,5217,Yogurt,28
4130,Wholesaler,Mbale,13345474,8,3228,Yogurt,97
4131,Wholesaler,Mbale,60074476,1,7481,Cheese,177
4132,Wholesaler,Mbale,34254166,8,3374,Powder Milk,90
4133,Retailer,Mbarara,61908678,15,9804,Milk,104
4134,Retailer,Mbarara,57211063,18,1594,Flavored Milk,81
4135,Wholesaler,Mbale,46587772,13,5901,Cream,154
4136,Wholesaler,Mbale,69413719,8,8767,Butter,47
4137,Retailer,Kampala,32956516,18,6222,Milk,180
4138,Retailer,Mbarara,98983276,13,4683,Cream,49
4139,Wholesaler,Kampala,45442546,14,9991,Powder Milk,182
4140,Retailer,Kampala,88202403,15,6336,Flavored Milk,177
4141,Retailer,Jinja,36938519,6,9082,Cream,129
4142,Retailer,Gulu,80625317,1,2315,Cheese,97
4143,Retailer,Mbarara,86664940,7,8954,Cream,99
4144,Wholesaler,Mbale,67829118,1,8308,Butter,39
4145,Retailer,Mbale,68623196,15,9002,Milk,172
4146,Retailer,Gulu,23561380,6,6337,Flavored Milk,181
4147,Wholesaler,Mbarara,32902316,5,5310,Cheese,141
4148,Wholesaler,Mbale,66268376,12,8706,Cheese,142
4149,Retailer,Mbale,81127497,3,4241,Flavored Milk,185
4150,Retailer,Jinja,50581602,14,4949,Yogurt,75
4151,Retailer,Kampala,77530486,6,1517,Cream,104
4152,Retailer,Mbale,92168152,4,4902,Cream,36
4153,Wholesaler,Mbarara,75875308,15,6151,Yogurt,161
4154,Wholesaler,Gulu,38854047,17,7597,Flavored Milk,65
4155,Wholesaler,Jinja,35457466,5,2810,Flavored Milk,54
4156,Retailer,Mbarara,66756427,6,6471,Flavored Milk,77
4157,Retailer,Jinja,62396585,10,1443,Cheese,165
4158,Retailer,Kampala,83590809,9,3743,Powder Milk,14
4159,Retailer,Mbale,47289808,4,5428,Cream,117
4160,Wholesaler,Mbarara,5332744,9,1749,Powder Milk,56
4161,Wholesaler,Gulu,32112924,8,1170,Cream,142
4162,Retailer,Kampala,5642624,3,5379,Butter,14
4163,Wholesaler,Kampala,25431953,1,1621,Cheese,185
4164,Retailer,Jinja,26976756,5,778,Cream,130
4165,Retailer,Kampala,75397267,3,665,Cheese,82
4166,Wholesaler,Mbarara,20010232,4,420,Yogurt,56
4167,Retailer,Jinja,14527912,19,6817,Flavored Milk,199
4168,Retailer,Kampala,77118497,15,5388,Cheese,164
4169,Wholesaler,Gulu,16159922,19,4992,Cheese,13
4170,Retailer,Mbarara,7323426,16,9189,Flavored Milk,186
4171,Retailer,Gulu,82214178,8,1169,Powder Milk,100
4172,Wholesaler,Gulu,78473833,14,9697,Butter,74
4173,Retailer,Jinja,7003509,5,6381,Yogurt,105
4174,Wholesaler,Mbale,45336671,1,7069,Milk,89
4175,Retailer,Jinja,69415781,19,2472,Powder Milk,96
4176,Wholesaler,Mbarara,53435653,5,7640,Cheese,70
4177,Wholesaler,Mbarara,85629617,3,9582,Butter,157
4178,Wholesaler,Jinja,68498444,17,9760,Milk,109
4179,Retailer,Mbale,99442349,7,5875,Cream,128
4180,Wholesaler,Jinja,87321652,17,6810,Powder Milk,118
4181,Wholesaler,Mbarara,51147430,13,8952,Cream,145
4182,Wholesaler,Mbale,77303948,14,4620,Powder Milk,91
4183,Wholesaler,Mbarara,99725038,12,623,Flavored Milk,22
4184,Wholesaler,Mbale,67279051,11,557,Milk,174
4185,Retailer,Mbale,35275488,1,6785,Flavored Milk,52
4186,Retailer,Jinja,76162779,3,2272,Cream,101
4187,Retailer,Jinja,40878146,12,7738,Powder Milk,193
4188,Retailer,Jinja,98073817,9,1344,Powder Milk,187
4189,Retailer,Mbale,47428725,2,9939,Powder Milk,29
4190,Retailer,Mbale,72325633,14,837,Butter,57
4191,Retailer,Mbarara,83268483,5,4717,Powder Milk,109
4192,Wholesaler,Gulu,33006513,3,2283,Milk,28
4193,Retailer,Jinja,54973467,12,8828,Yogurt,78
4194,Wholesaler,Mbarara,57241880,12,3700,Butter,26
4195,Wholesaler,Mbarara,48342766,7,3299,Milk,165
4196,Retailer,Kampala,89709761,1,6121,Cheese,45
4197,Wholesaler,Jinja,53651561,3,4086,Milk,175
4198,Wholesaler,Mbarara,16502497,11,8797,Cream,91
4199,Wholesaler,Kampala,70740381,13,1759,Milk,79
4200,Wholesaler,Jinja,16767036,10,5262,Yogurt,125
4201,Retailer,Mbale,53525716,19,1560,Butter,163
4202,Retailer,Kampala,28794155,4,5953,Cheese,10
4203,Retailer,Mbale,81185956,5,8217,Powder Milk,90
4204,Retailer,Gulu,83265771,11,7602,Butter,139
4205,Retailer,Gulu,63511574,9,3556,Butter,173
4206,Retailer,Gulu,68262688,13,6128,Cheese,193
4207,Retailer,Gulu,85811387,17,6482,Cream,44
4208,Retailer,Mbarara,31521434,15,3683,Cheese,136
4209,Retailer,Gulu,31604271,13,1511,Yogurt,36
4210,Retailer,Mbarara,5549690,11,5964,Cream,193
4211,Wholesaler,Mbarara,86515733,1,6402,Flavored Milk,55
4212,Retailer,Jinja,43122593,8,2221,Yogurt,157
4213,Wholesaler,Mbarara,98280783,5,7978,Cream,17
4214,Wholesaler,Mbarara,27387603,16,8644,Cream,102
4215,Wholesaler,Gulu,57101785,4,8525,Powder Milk,81
4216,Wholesaler,Mbarara,18392581,19,6856,Cheese,123
4217,Retailer,Mbale,54457132,18,6165,Milk,100
4218,Wholesaler,Gulu,61830486,2,8482,Milk,35
4219,Retailer,Kampala,62016873,13,4706,Butter,112
4220,Retailer,Gulu,56000868,16,8942,Butter,71
4221,Wholesaler,Mbarara,55946375,8,2720,Flavored Milk,103
4222,Retailer,Mbale,49377252,19,4410,Cream,170
4223,Wholesaler,Gulu,19778517,3,2598,Flavored Milk,70
4224,Wholesaler,Mbale,96782661,19,2376,Flavored Milk,157
4225,Retailer,Kampala,96471861,17,2846,Flavored Milk,77
4226,Retailer,Kampala,17530719,9,7096,Milk,38
4227,Wholesaler,Jinja,28589520,17,2256,Cream,55
4228,Retailer,Jinja,10245733,1,5229,Cheese,174
4229,Retailer,Gulu,44397264,4,1660,Powder Milk,110
4230,Retailer,Jinja,97322710,15,8729,Powder Milk,99
4231,Wholesaler,Mbale,79844848,12,514,Flavored Milk,190
4232,Wholesaler,Jinja,87084796,17,4373,Cream,142
4233,Retailer,Mbale,85489648,12,8907,Yogurt,97
4234,Retailer,Jinja,25029855,16,5525,Powder Milk,136
4235,Retailer,Jinja,86145214,13,9731,Flavored Milk,116
4236,Retailer,Jinja,53320190,11,7015,Milk,75
4237,Retailer,Mbarara,13796166,15,848,Butter,152
4238,Wholesaler,Mbarara,35905237,16,2850,Yogurt,55
4239,Retailer,Jinja,98582268,6,3290,Flavored Milk,194
4240,Wholesaler,Mbale,8143053,11,3405,Milk,17
4241,Retailer,Gulu,93475535,15,3979,Butter,174
4242,Wholesaler,Kampala,68403778,5,909,Flavored Milk,110
4243,Retailer,Mbarara,53145800,3,8605,Milk,194
4244,Wholesaler,Jinja,84373358,2,7738,Milk,151
4245,Retailer,Kampala,57374868,1,5072,Cheese,142
4246,Wholesaler,Mbarara,48997789,15,7634,Milk,82
4247,Wholesaler,Gulu,44437789,2,6452,Flavored Milk,132
4248,Wholesaler,Mbale,44940091,6,9157,Cream,52
4249,Wholesaler,Jinja,6235369,12,1824,Milk,186
4250,Wholesaler,Gulu,60544233,16,3415,Yogurt,132
4251,Wholesaler,Mbarara,37604895,14,8064,Milk,181
4252,Retailer,Jinja,31479382,4,8392,Milk,193
4253,Wholesaler,Kampala,48682306,8,7475,Powder Milk,57
4254,Retailer,Mbale,30113728,12,3071,Yogurt,167
4255,Retailer,Mbarara,70766648,14,4287,Flavored Milk,170
4256,Retailer,Mbale,10343046,13,6444,Butter,174
4257,Retailer,Jinja,23904752,5,3867,Cheese,187
4258,Retailer,Gulu,6418038,12,9312,Powder Milk,16
4259,Wholesaler,Mbale,34785987,10,810,Butter,180
4260,Wholesaler,Kampala,20090206,19,4501,Flavored Milk,49
4261,Wholesaler,Mbarara,33350529,13,4677,Flavored Milk,41
4262,Retailer,Kampala,29835903,9,2789,Powder Milk,114
4263,Wholesaler,Mbale,19238580,11,7489,Yogurt,192
4264,Wholesaler,Gulu,36649982,5,5598,Butter,103
4265,Wholesaler,Gulu,21813633,13,6841,Milk,120
4266,Wholesaler,Kampala,84819166,10,7966,Yogurt,98
4267,Wholesaler,Jinja,66397738,18,6895,Yogurt,86
4268,Retailer,Jinja,99697237,15,6917,Cheese,18
4269,Wholesaler,Gulu,56560137,12,9158,Yogurt,146
4270,Retailer,Kampala,26286387,4,3993,Butter,73
4271,Retailer,Kampala,61774493,5,3510,Flavored Milk,182
4272,Retailer,Kampala,62595616,8,1542,Powder Milk,100
4273,Retailer,Mbale,67557778,5,3671,Cheese,198
4274,Retailer,Jinja,79660952,1,8968,Powder Milk,104
4275,Wholesaler,Jinja,75592185,18,9851,Powder Milk,102
4276,Wholesaler,Mbale,49769654,19,5068,Milk,103
4277,Wholesaler,Mbarara,95930876,19,8212,Cream,175
4278,Retailer,Mbale,90015797,10,6800,Butter,183
4279,Wholesaler,Kampala,92556653,9,4891,Milk,133
4280,Wholesaler,Mbale,31060032,1,9181,Cream,79
4281,Retailer,Kampala,63109279,3,7518,Cream,112
4282,Retailer,Gulu,77751000,13,137,Yogurt,73
4283,Retailer,Kampala,84738428,6,612,Butter,104
4284,Retailer,Jinja,90951592,6,1318,Powder Milk,172
4285,Wholesaler,Mbale,51253392,18,9732,Cream,21
4286,Retailer,Kampala,31551372,5,5611,Cheese,57
4287,Retailer,Mbarara,36855845,17,6095,Powder Milk,72
4288,Wholesaler,Gulu,94290406,3,9814,Cheese,182
4289,Wholesaler,Mbarara,57775489,5,4704,Milk,15
4290,Retailer,Mbarara,43121503,3,3221,Flavored Milk,54
4291,Wholesaler,Mbarara,76696441,13,7562,Cream,99
4292,Retailer,Gulu,42610599,15,7902,Powder Milk,110
4293,Retailer,Gulu,20671607,17,2850,Cheese,169
4294,Wholesaler,Gulu,37861829,15,6896,Milk,113
4295,Wholesaler,Gulu,27915025,5,5088,Flavored Milk,140
4296,Retailer,Mbarara,19830257,14,9499,Butter,136
4297,Retailer,Jinja,70279349,11,4938,Cheese,139
4298,Retailer,Jinja,36000810,14,4830,Cheese,29
4299,Wholesaler,Gulu,19899842,7,1193,Powder Milk,48
4300,Retailer,Mbale,29620143,3,6753,Powder Milk,149
4301,Retailer,Kampala,8003780,10,797,Milk,198
4302,Retailer,Mbale,26595887,11,7144,Cheese,45
4303,Retailer,Mbale,98054246,6,6495,Cream,101
4304,Retailer,Mbale,54687639,5,3538,Milk,18
4305,Wholesaler,Jinja,6341915,13,9387,Cheese,53
4306,Retailer,Kampala,88605807,12,2154,Milk,84
4307,Retailer,Mbale,77082736,19,3906,Cream,62
4308,Retailer,Gulu,47701089,19,5169,Cream,39
4309,Retailer,Jinja,34513935,5,5308,Cheese,124
4310,Wholesaler,Gulu,20219555,9,2818,Butter,75
4311,Wholesaler,Gulu,57664081,4,4109,Powder Milk,47
4312,Wholesaler,Mbale,99360133,15,1858,Butter,47
4313,Retailer,Gulu,71838747,3,5530,Cream,170
4314,Retailer,Kampala,73066081,7,459,Milk,64
4315,Wholesaler,Gulu,92811944,14,695,Cream,85
4316,Wholesaler,Mbale,23123006,14,1601,Butter,125
4317,Wholesaler,Gulu,11058435,9,5412,Milk,94
4318,Retailer,Jinja,88482765,3,1163,Powder Milk,32
4319,Retailer,Jinja,80398212,9,3637,Cream,151
4320,Wholesaler,Jinja,74627992,4,111,Milk,105
4321,Wholesaler,Mbarara,30695078,17,9477,Powder Milk,58
4322,Wholesaler,Jinja,66584519,6,1777,Yogurt,122
4323,Retailer,Jinja,45750734,16,4642,Butter,123
4324,Retailer,Mbarara,73503546,18,8218,Yogurt,54
4325,Retailer,Jinja,39158418,13,3016,Cream,164
4326,Wholesaler,Mbale,28634442,7,3410,Powder Milk,105
4327,Wholesaler,Jinja,24114643,3,5712,Powder Milk,58
4328,Retailer,Jinja,47994614,6,8120,Yogurt,11
4329,Wholesaler,Mbarara,66988643,3,9654,Cream,197
4330,Retailer,Mbale,37572301,12,9975,Powder Milk,112
4331,Wholesaler,Gulu,73006329,5,6750,Cheese,68
4332,Wholesaler,Kampala,37328192,17,3680,Milk,69
4333,Wholesaler,Mbale,90597543,10,3919,Flavored Milk,31
4334,Wholesaler,Gulu,31872832,7,5250,Yogurt,98
4335,Retailer,Mbale,55736882,4,2089,Cheese,115
4336,Wholesaler,Gulu,49044668,10,7504,Butter,183
4337,Retailer,Gulu,83621499,7,1357,Flavored Milk,62
4338,Retailer,Mbale,85898906,11,6684,Powder Milk,28
4339,Retailer,Mbarara,78593905,8,1774,Milk,58
4340,Wholesaler,Mbale,39357083,8,5720,Cheese,26
4341,Retailer,Mbale,86032944,5,4740,Flavored Milk,136
4342,Retailer,Gulu,9667423,5,2505,Milk,164
4343,Retailer,Kampala,16952672,7,991,Milk,28
4344,Wholesaler,Gulu,6224233,4,7142,Flavored Milk,39
4345,Wholesaler,Jinja,9347320,2,5345,Cheese,87
4346,Retailer,Mbale,20631489,19,7738,Powder Milk,183
4347,Wholesaler,Mbale,54344354,2,3111,Flavored Milk,115
4348,Retailer,Mbarara,72815621,16,9526,Yogurt,73
4349,Retailer,Gulu,33965662,12,8637,Milk,41
4350,Wholesaler,Mbarara,80159243,15,3813,Butter,190
4351,Retailer,Mbale,7867893,10,7744,Powder Milk,160
4352,Wholesaler,Gulu,57485490,6,9332,Cream,45
4353,Wholesaler,Gulu,81242843,13,2938,Cream,19
4354,Retailer,Jinja,45368274,6,9964,Flavored Milk,68
4355,Wholesaler,Jinja,7390785,2,4493,Flavored Milk,111
4356,Wholesaler,Kampala,35431882,14,4056,Milk,127
4357,Retailer,Jinja,9011179,18,1136,Milk,166
4358,Retailer,Gulu,37825956,6,6549,Flavored Milk,20
4359,Wholesaler,Jinja,90113530,19,1354,Cream,175
4360,Wholesaler,Kampala,96991935,14,6560,Butter,88
4361,Retailer,Mbale,69025914,13,1064,Milk,169
4362,Wholesaler,Jinja,78589111,8,8462,Milk,100
4363,Wholesaler,Gulu,64671333,5,5898,Yogurt,111
4364,Wholesaler,Mbale,41078488,13,9368,Cheese,189
4365,Wholesaler,Gulu,36423273,6,8714,Yogurt,138
4366,Wholesaler,Mbale,86626531,19,5170,Butter,23
4367,Wholesaler,Gulu,5046475,11,465,Cream,140
4368,Wholesaler,Jinja,86691834,16,1918,Cheese,39
4369,Retailer,Jinja,73107908,5,4162,Cream,168
4370,Retailer,Kampala,99382112,12,1583,Flavored Milk,138
4371,Retailer,Mbale,87712644,17,7972,Cream,183
4372,Retailer,Kampala,34119055,2,1512,Butter,151
4373,Retailer,Mbarara,38019070,10,7748,Butter,173
4374,Wholesaler,Jinja,84898084,15,1915,Yogurt,183
4375,Wholesaler,Mbale,45727836,19,4059,Cheese,192
4376,Wholesaler,Kampala,62820049,17,9978,Butter,173
4377,Wholesaler,Kampala,99609797,19,8023,Cheese,180
4378,Retailer,Mbarara,93006196,19,7760,Cream,114
4379,Wholesaler,Kampala,85113617,13,8713,Powder Milk,52
4380,Wholesaler,Gulu,42253279,13,3227,Cream,152
4381,Retailer,Jinja,63446715,16,2915,Flavored Milk,47
4382,Wholesaler,Kampala,5380457,3,3247,Cheese,98
4383,Wholesaler,Kampala,27668334,4,2511,Yogurt,53
4384,Retailer,Mbarara,11741150,7,7832,Cream,118
4385,Wholesaler,Gulu,16301559,3,3631,Yogurt,64
4386,Wholesaler,Kampala,49741365,9,8742,Butter,64
4387,Wholesaler,Jinja,82040138,8,8044,Cheese,87
4388,Wholesaler,Jinja,68458969,18,170,Cream,195
4389,Wholesaler,Kampala,25220635,14,1825,Yogurt,116
4390,Retailer,Gulu,66143194,5,656,Milk,66
4391,Retailer,Jinja,52472978,3,8179,Yogurt,193
4392,Retailer,Jinja,11670264,10,7425,Flavored Milk,139
4393,Retailer,Gulu,32935514,11,869,Milk,133
4394,Retailer,Gulu,72176122,17,833,Cheese,171
4395,Retailer,Kampala,18692051,8,1896,Powder Milk,58
4396,Wholesaler,Mbale,43597775,9,7610,Butter,73
4397,Retailer,Mbarara,7162790,8,441,Milk,96
4398,Retailer,Mbale,92911211,2,7930,Yogurt,145
4399,Wholesaler,Mbale,31996828,4,1182,Cream,78
4400,Wholesaler,Jinja,63078158,16,4495,Cream,195
4401,Retailer,Gulu,51900647,9,5368,Butter,180
4402,Wholesaler,Jinja,37157814,9,5612,Powder Milk,71
4403,Retailer,Mbarara,79303472,5,4489,Powder Milk,130
4404,Wholesaler,Kampala,57244416,3,726,Butter,61
4405,Retailer,Mbarara,37058356,14,6301,Butter,42
4406,Wholesaler,Jinja,72913214,15,644,Butter,29
4407,Wholesaler,Jinja,18990759,6,3374,Cheese,196
4408,Retailer,Jinja,26640557,16,6218,Cheese,197
4409,Retailer,Jinja,79853151,10,6476,Cheese,121
4410,Retailer,Mbale,70278426,14,7780,Cream,193
4411,Retailer,Kampala,29189490,12,2984,Yogurt,46
4412,Retailer,Mbale,14842055,9,5083,Cheese,197
4413,Wholesaler,Jinja,61852914,19,6813,Butter,115
4414,Retailer,Gulu,52996982,12,6136,Milk,114
4415,Retailer,Mbale,60467096,13,4383,Milk,60
4416,Wholesaler,Jinja,8456211,13,889,Powder Milk,38
4417,Wholesaler,Jinja,43233020,17,2560,Milk,146
4418,Retailer,Kampala,22275197,2,4737,Milk,95
4419,Wholesaler,Mbarara,72976278,9,2937,Milk,49
4420,Wholesaler,Mbale,22585560,8,3093,Powder Milk,180
4421,Retailer,Mbale,70766639,7,1681,Flavored Milk,109
4422,Wholesaler,Mbale,80664059,5,1455,Cream,32
4423,Wholesaler,Jinja,65500702,19,7682,Milk,112
4424,Retailer,Kampala,79826821,3,6165,Milk,17
4425,Retailer,Jinja,13563455,13,6545,Milk,83
4426,Wholesaler,Jinja,38918643,6,2539,Cream,73
4427,Wholesaler,Gulu,33826807,11,4540,Powder Milk,160
4428,Retailer,Kampala,84167166,4,55,Yogurt,102
4429,Wholesaler,Mbale,98729511,3,2631,Flavored Milk,129
4430,Wholesaler,Mbarara,63960147,4,8461,Cream,118
4431,Wholesaler,Mbale,28888104,3,8253,Milk,105
