invoice_no,wholesaler_id,age,gender,Product,quantity,price,payment_method,invoice_date,shopping_mall
I137332,C205731,50,Male,Evaporated milk,4,2400.68,Cash,03/05/2021,Istinye Park
I319596,C171122,49,Female,chocolate milk,1,1050,Cash,13/01/2022,Istinye Park
I632642,C266021,52,Female,Pasteurized milk 3.0% mg,5,58.65,Cash,12/03/2022,Mall of Istanbul
I127930,C576719,54,Male,Pasteurized milk 2.5% mg,1,300.08,Cash,15/11/2022,Kanyon
I258931,C254022,19,Male,Skimmed pasteurized milk,3,121.98,Credit Card,20/10/2021,Emaar Square Mall
I230411,C121489,49,Female,Sterilized whole milk,5,203.3,Debit Card,30/09/2021,Mall of Istanbul
I136610,C211545,44,Female,Sterilized semi-skimmed milk,4,162.64,Credit Card,31/01/2021,Mall of Istanbul
I234673,C245349,69,Male,Sterilized skimmed milk,4,20.92,Credit Card,08/07/2021,Metropol AVM
I138615,C644605,41,Female,Flavored sterilized milk,5,1500.4,Debit Card,07/10/2021,Kanyon
I116541,C293936,25,Female,Powdered milk 28% mg,2,71.68,Cash,09/07/2021,Viaport Outlet
I332971,C387282,51,Female,Powdered milk 26% mg,4,2400.68,Cash,13/01/2021,Istinye Park
I786653,C405837,53,Female,Powdered milk 18% mg,1,600.17,Cash,20/07/2022,Mall of Istanbul
I115338,C193298,20,Female,Powdered milk 20% mg,3,900.24,Credit Card,01/09/2021,Emaar Square Mall
I201131,C363987,62,Male,Powdered milk 12% mg,1,300.08,Cash,25/10/2022,Cevahir AVM
I328046,C995929,30,Female,Skimmed powdered milk,3,121.98,Debit Card,17/06/2022,Mall of Istanbul
I153790,C236969,47,Female,Total powdered milk,1,40.66,Cash,09/05/2021,Viaport Outlet
I251311,C145797,40,Male,Yogurt,4,2400.68,Credit Card,29/04/2022,Emaar Square Mall
I326582,C241450,35,Female,Cultured milk,3,900.24,Credit Card,09/11/2021,Metrocity
I474661,C196296,41,Female,Small cheese,5,203.3,Cash,08/10/2021,Mall of Istanbul
I160638,C306908,48,Female,Cheese,2,600.16,Cash,29/05/2022,Kanyon
I437948,C141984,26,Male,Cream,5,26.15,Cash,22/08/2022,Metrocity
I282321,C720642,27,Female,Butter,1,5.23,Cash,16/11/2022,Kanyon
I707747,C270638,26,Female,Powdered whey,5,58.65,Debit Card,17/08/2022,Kanyon
I158486,C858536,65,Female,Condensed milk,3,15.69,Credit Card,10/02/2023,Istinye Park
I224933,C289573,25,Female,Sweetened condensed milk,2,81.32,Credit Card,20/01/2021,Kanyon
I164873,C122094,19,Female,Modified milk,4,60.6,Credit Card,19/05/2022,Metrocity
I325555,C162986,21,Male,Evaporated milk,4,4200,Credit Card,30/01/2023,Metrocity
I325396,C271881,61,Female,chocolate milk,5,26.15,Cash,25/02/2021,Istinye Park
I280155,C214260,65,Female,Pasteurized milk 3.0% mg,5,179.2,Debit Card,18/12/2022,Mall of Istanbul
I156562,C209210,23,Female,Pasteurized milk 2.5% mg,4,162.64,Credit Card,16/07/2022,Metrocity
I332361,C296477,42,Male,Skimmed pasteurized milk,3,900.24,Cash,18/01/2022,Kanyon
I317628,C134069,33,Male,Sterilized whole milk,3,15.69,Credit Card,11/09/2021,Mall of Istanbul
I907952,C241442,54,Female,Sterilized semi-skimmed milk,2,600.16,Credit Card,07/08/2022,Metropol AVM
I281621,C312418,67,Female,Sterilized skimmed milk,4,20.92,Credit Card,31/01/2021,Kanyon
I289841,C127004,41,Female,Flavored sterilized milk,1,5.23,Cash,15/07/2021,Cevahir AVM
I335087,C198868,57,Female,Powdered milk 28% mg,5,75.75,Cash,16/10/2021,Kanyon
I239889,C173860,35,Female,Powdered milk 26% mg,1,300.08,Cash,29/03/2021,Mall of Istanbul
I742907,C186098,62,Male,Powdered milk 18% mg,1,300.08,Cash,22/09/2021,Metropol AVM
I271714,C285261,26,Male,Powdered milk 20% mg,1,35.84,Cash,20/03/2021,Emaar Square Mall
I457421,C214662,48,Male,Powdered milk 12% mg,4,162.64,Cash,28/08/2022,Kanyon
I246390,C163444,57,Female,Skimmed powdered milk,4,1200.32,Cash,03/06/2022,Metropol AVM
I179338,C533520,53,Female,Total powdered milk,2,1200.34,Cash,27/03/2021,Istinye Park
I254528,C339565,58,Male,Yogurt,4,162.64,Cash,04/11/2021,Mall of Istanbul
I299925,C202977,32,Female,Cultured milk,2,600.16,Credit Card,11/08/2021,Mall of Istanbul
I321373,C237063,23,Female,Small cheese,5,26.15,Cash,05/08/2022,Zorlu Center
I966684,C108497,49,Female,Cheese,4,143.36,Cash,02/10/2022,Mall of Istanbul
I726807,C219299,26,Female,Cream,4,1200.32,Credit Card,30/12/2022,Viaport Outlet
I333100,C247547,62,Female,Butter,5,1500.4,Credit Card,05/01/2022,Mall of Istanbul
I207643,C190917,30,Male,Powdered whey,1,35.84,Cash,28/02/2022,Mall of Istanbul
I647207,C337220,28,Female,Condensed milk,2,600.16,Credit Card,10/11/2022,Kanyon
I330964,C217919,65,Female,Sweetened condensed milk,2,1200.34,Debit Card,29/11/2022,Metropol AVM
I237324,C112544,56,Female,Modified milk,1,35.84,Credit Card,21/08/2021,Forum Istanbul
I269825,C168912,40,Female,Evaporated milk,3,15.69,Cash,29/06/2021,Mall of Istanbul
I305024,C279747,55,Male,chocolate milk,4,1200.32,Credit Card,07/07/2021,Kanyon
I223568,C249401,61,Female,Pasteurized milk 3.0% mg,2,71.68,Credit Card,27/08/2022,Istinye Park
I194268,C128618,35,Female,Pasteurized milk 2.5% mg,5,58.65,Cash,26/02/2023,Metropol AVM
I155448,C182105,37,Female,Skimmed pasteurized milk,1,600.17,Cash,27/12/2021,Mall of Istanbul
I205336,C331127,32,Male,Sterilized whole milk,1,40.66,Cash,01/02/2023,Istinye Park
I171351,C286564,68,Female,Sterilized semi-skimmed milk,1,11.73,Debit Card,10/02/2022,Kanyon
I249223,C188064,44,Female,Sterilized skimmed milk,2,600.16,Cash,31/01/2021,Mall of Istanbul
I258001,C293329,61,Female,Flavored sterilized milk,4,162.64,Credit Card,25/11/2021,Kanyon
I231029,C113739,38,Male,Powdered milk 28% mg,4,1200.32,Cash,18/01/2023,Istinye Park
I163202,C836254,66,Female,Powdered milk 26% mg,3,900.24,Credit Card,15/03/2021,Mall of Istanbul
I169427,C245894,53,Female,Powdered milk 18% mg,5,1500.4,Cash,03/12/2022,Forum Istanbul
I737161,C144894,21,Female,Powdered milk 20% mg,4,20.92,Credit Card,24/04/2022,Mall of Istanbul
I225327,C190794,61,Male,Powdered milk 12% mg,2,81.32,Cash,19/08/2022,Cevahir AVM
I159355,C142508,32,Female,Skimmed powdered milk,4,20.92,Debit Card,28/11/2021,Metropol AVM
I280408,C135555,46,Female,Total powdered milk,1,300.08,Cash,14/06/2021,Viaport Outlet
I323785,C501563,25,Male,Yogurt,2,71.68,Cash,08/01/2021,Kanyon
I257286,C152590,49,Female,Cultured milk,1,40.66,Credit Card,12/05/2021,Mall of Istanbul
I331405,C772839,26,Female,Small cheese,3,900.24,Cash,02/11/2022,Kanyon
I306957,C623421,40,Female,Cheese,2,600.16,Credit Card,17/09/2022,Cevahir AVM
I147079,C222949,20,Female,Cream,4,1200.32,Credit Card,01/05/2022,Metropol AVM
I829259,C133451,38,Female,Butter,4,162.64,Cash,17/11/2022,Viaport Outlet
I296251,C195342,63,Female,Powdered whey,2,81.32,Cash,17/06/2022,Metrocity
I808238,C336400,25,Male,Condensed milk,2,1200.34,Credit Card,14/07/2022,Mall of Istanbul
I891465,C175833,19,Female,Sweetened condensed milk,1,300.08,Cash,21/07/2022,Metrocity
I563052,C246602,53,Female,Modified milk,4,162.64,Cash,28/07/2021,Metrocity
I130443,C329003,51,Female,Evaporated milk,1,600.17,Cash,08/06/2021,Istinye Park
I241690,C270340,56,Male,chocolate milk,2,23.46,Credit Card,14/06/2022,Kanyon
I643231,C330141,29,Male,Pasteurized milk 3.0% mg,4,143.36,Cash,03/02/2021,Kanyon
I295337,C121707,20,Female,Pasteurized milk 2.5% mg,4,2400.68,Debit Card,05/08/2022,Mall of Istanbul
I265980,C112452,35,Female,Skimmed pasteurized milk,1,15.15,Credit Card,01/04/2022,Forum Istanbul
I293153,C269710,62,Female,Sterilized whole milk,2,10.46,Cash,10/11/2022,Metropol AVM
I193148,C297610,32,Female,Sterilized semi-skimmed milk,4,1200.32,Cash,11/02/2023,Cevahir AVM
I318625,C319935,48,Male,Sterilized skimmed milk,5,5250,Cash,26/02/2023,Zorlu Center
I142245,C785507,43,Male,Flavored sterilized milk,3,121.98,Debit Card,01/12/2022,Zorlu Center
I205906,C217834,57,Female,Powdered milk 28% mg,4,1200.32,Credit Card,04/02/2021,Kanyon
I277462,C709370,33,Male,Powdered milk 26% mg,2,600.16,Cash,22/09/2021,Metrocity
I753100,C216369,49,Female,Powdered milk 18% mg,1,5.23,Cash,05/03/2021,Emaar Square Mall
I610847,C322689,29,Female,Powdered milk 20% mg,4,1200.32,Cash,06/02/2023,Metrocity
I295181,C146203,43,Female,Powdered milk 12% mg,2,10.46,Credit Card,17/11/2022,Metrocity
I198308,C611809,36,Female,Skimmed powdered milk,5,26.15,Credit Card,11/10/2021,Metrocity
I180570,C210236,59,Female,Total powdered milk,5,3000.85,Cash,06/03/2021,Metrocity
I260475,C297118,31,Female,Yogurt,5,1500.4,Credit Card,17/03/2022,Mall of Istanbul
I251024,C180586,51,Female,Cultured milk,2,10.46,Debit Card,09/02/2021,Mall of Istanbul
I302151,C314705,27,Male,Small cheese,4,4200,Cash,15/03/2021,Kanyon
I145917,C272419,62,Female,Cheese,5,203.3,Credit Card,01/02/2023,Forum Istanbul
I254721,C282520,44,Male,Cream,5,1500.4,Debit Card,27/09/2021,Kanyon
I103120,C319624,18,Female,Butter,4,2400.68,Debit Card,20/02/2022,Mall of Istanbul
I173288,C264687,52,Female,Powdered whey,5,26.15,Credit Card,25/01/2023,Metrocity
I279088,C140543,60,Male,Condensed milk,3,3150,Credit Card,30/07/2021,Metrocity
I190414,C339391,34,Female,Sweetened condensed milk,3,15.69,Debit Card,18/04/2021,Forum Istanbul
I613381,C285587,47,Male,Modified milk,1,300.08,Cash,08/02/2021,Mall of Istanbul
I107697,C137134,58,Female,Evaporated milk,1,35.84,Cash,18/08/2022,Istinye Park
I193600,C103896,51,Female,chocolate milk,4,1200.32,Credit Card,10/09/2021,Istinye Park
I165090,C315479,32,Female,Pasteurized milk 3.0% mg,3,900.24,Debit Card,27/07/2021,Forum Istanbul
I260728,C181912,23,Female,Pasteurized milk 2.5% mg,5,179.2,Credit Card,03/04/2021,Kanyon
I164219,C335107,38,Female,Skimmed pasteurized milk,4,143.36,Cash,03/06/2021,Cevahir AVM
I318282,C121510,63,Male,Sterilized whole milk,2,23.46,Credit Card,12/01/2021,Metrocity
I212598,C477489,50,Female,Sterilized semi-skimmed milk,3,15.69,Cash,07/01/2021,Forum Istanbul
I212833,C331382,64,Male,Sterilized skimmed milk,2,81.32,Cash,29/04/2021,Metrocity
I326146,C554087,51,Male,Flavored sterilized milk,2,600.16,Cash,01/07/2021,Metropol AVM
I169684,C226252,21,Male,Powdered milk 28% mg,1,5.23,Debit Card,28/07/2021,Zorlu Center
I462436,C227695,20,Female,Powdered milk 26% mg,3,121.98,Cash,09/09/2021,Cevahir AVM
I940151,C246136,34,Male,Powdered milk 18% mg,3,15.69,Credit Card,20/09/2021,Mall of Istanbul
I210603,C170928,26,Female,Powdered milk 20% mg,4,162.64,Debit Card,16/07/2021,Istinye Park
I174942,C200317,19,Female,Powdered milk 12% mg,3,900.24,Credit Card,23/01/2023,Kanyon
I163206,C192979,47,Female,Skimmed powdered milk,3,15.69,Credit Card,26/06/2021,Mall of Istanbul
I266121,C198568,47,Male,Total powdered milk,4,1200.32,Cash,05/01/2022,Kanyon
I454912,C251518,56,Female,Yogurt,2,71.68,Credit Card,04/12/2022,Metropol AVM
I831916,C215210,42,Male,Cultured milk,5,1500.4,Debit Card,24/09/2021,Mall of Istanbul
I180372,C271571,49,Male,Small cheese,5,58.65,Cash,13/09/2022,Forum Istanbul
I466698,C303444,51,Female,Cheese,3,1800.51,Debit Card,24/02/2023,Kanyon
I119678,C506925,41,Female,Cream,4,4200,Cash,04/03/2021,Emaar Square Mall
I296369,C294604,27,Male,Butter,1,5.23,Cash,24/02/2021,Kanyon
I133116,C190939,61,Female,Powdered whey,5,1500.4,Debit Card,02/12/2021,Kanyon
I165625,C129849,38,Female,Condensed milk,4,2400.68,Cash,30/10/2022,Mall of Istanbul
I333045,C235178,42,Male,Sweetened condensed milk,1,300.08,Credit Card,09/12/2022,Kanyon
I131869,C267843,58,Male,Modified milk,1,5.23,Debit Card,29/01/2023,Kanyon
I168101,C186861,57,Female,Evaporated milk,3,35.19,Cash,26/04/2022,Forum Istanbul
I713258,C219983,23,Male,chocolate milk,3,900.24,Cash,03/01/2021,Kanyon
I144171,C250033,62,Female,Pasteurized milk 3.0% mg,1,300.08,Debit Card,20/04/2022,Kanyon
I191531,C506663,31,Male,Pasteurized milk 2.5% mg,3,1800.51,Cash,20/12/2022,Metrocity
I165583,C235482,54,Female,Skimmed pasteurized milk,1,300.08,Credit Card,08/02/2023,Metrocity
I210803,C781893,19,Male,Sterilized whole milk,4,1200.32,Credit Card,17/09/2022,Metrocity
I209258,C328444,68,Male,Sterilized semi-skimmed milk,5,203.3,Cash,07/07/2022,Metrocity
I169548,C307592,44,Male,Sterilized skimmed milk,5,1500.4,Credit Card,15/09/2022,Mall of Istanbul
I140693,C541983,44,Female,Flavored sterilized milk,2,600.16,Credit Card,27/11/2022,Cevahir AVM
I172509,C283381,29,Female,Powdered milk 28% mg,3,1800.51,Cash,26/12/2022,Mall of Istanbul
I301205,C301099,67,Female,Powdered milk 26% mg,4,20.92,Credit Card,16/09/2022,Kanyon
I338366,C246641,28,Female,Powdered milk 18% mg,5,3000.85,Debit Card,01/03/2021,Viaport Outlet
I108742,C312617,34,Female,Powdered milk 20% mg,5,1500.4,Credit Card,28/04/2021,Mall of Istanbul
I261374,C204164,45,Male,Powdered milk 12% mg,2,71.68,Debit Card,23/04/2021,Istinye Park
I860717,C259798,55,Female,Skimmed powdered milk,2,600.16,Debit Card,10/10/2021,Forum Istanbul
I295440,C215336,69,Female,Total powdered milk,2,10.46,Debit Card,10/04/2022,Mall of Istanbul
I273820,C339648,30,Male,Yogurt,4,20.92,Credit Card,02/12/2022,Cevahir AVM
I279919,C290275,38,Female,Cultured milk,2,600.16,Cash,27/08/2022,Istinye Park
I190006,C230120,39,Male,Small cheese,1,40.66,Debit Card,13/09/2021,Metrocity
I156252,C478733,63,Female,Cheese,4,143.36,Debit Card,15/09/2022,Viaport Outlet
I183583,C201255,49,Male,Cream,1,40.66,Cash,11/06/2022,Forum Istanbul
I258930,C289918,66,Female,Butter,4,2400.68,Credit Card,13/07/2021,Istinye Park
I651105,C937123,68,Female,Powdered whey,1,5.23,Cash,14/12/2021,Mall of Istanbul
I135098,C322924,18,Male,Condensed milk,5,1500.4,Cash,09/09/2022,Kanyon
I187453,C690345,42,Female,Sweetened condensed milk,3,1800.51,Cash,29/01/2023,Metrocity
I176625,C247049,54,Female,Modified milk,4,1200.32,Cash,05/07/2022,Metropol AVM
I289516,C280253,43,Male,Evaporated milk,5,1500.4,Credit Card,04/11/2021,Zorlu Center
I188382,C169477,54,Male,chocolate milk,1,300.08,Cash,14/03/2021,Emaar Square Mall
I749173,C131819,43,Male,Pasteurized milk 3.0% mg,4,2400.68,Credit Card,23/07/2022,Mall of Istanbul
I752413,C442324,44,Male,Pasteurized milk 2.5% mg,3,900.24,Credit Card,13/10/2021,Mall of Istanbul
I254886,C114347,36,Male,Skimmed pasteurized milk,2,2100,Debit Card,31/08/2021,Mall of Istanbul
I323478,C216456,41,Female,Sterilized whole milk,2,10.46,Cash,24/11/2022,Metrocity
I178637,C152833,45,Female,Sterilized semi-skimmed milk,1,300.08,Credit Card,04/05/2021,Emaar Square Mall
I840591,C171160,41,Female,Sterilized skimmed milk,2,600.16,Cash,20/06/2021,Cevahir AVM
I251184,C259884,58,Male,Flavored sterilized milk,5,203.3,Credit Card,03/12/2021,Metrocity
I929854,C114606,34,Female,Powdered milk 28% mg,1,600.17,Debit Card,04/01/2023,Metropol AVM
I274883,C216025,67,Female,Powdered milk 26% mg,1,5.23,Cash,01/03/2022,Viaport Outlet
I338411,C884264,60,Male,Powdered milk 18% mg,5,75.75,Credit Card,17/01/2023,Mall of Istanbul
I301433,C697667,31,Female,Powdered milk 20% mg,5,1500.4,Cash,01/07/2021,Istinye Park
I218234,C136585,52,Female,Powdered milk 12% mg,3,107.52,Cash,28/02/2023,Forum Istanbul
I716822,C146582,25,Male,Skimmed powdered milk,5,26.15,Credit Card,05/06/2021,Mall of Istanbul
I174219,C129039,22,Female,Total powdered milk,4,1200.32,Cash,13/12/2021,Kanyon
I278299,C183846,34,Female,Yogurt,3,15.69,Credit Card,14/03/2022,Metropol AVM
I267714,C297404,30,Male,Cultured milk,4,1200.32,Cash,20/03/2021,Kanyon
I670822,C127819,25,Female,Small cheese,2,10.46,Credit Card,05/09/2022,Kanyon
I339508,C127718,48,Female,Cheese,3,900.24,Cash,27/12/2022,Emaar Square Mall
I268823,C230543,30,Male,Cream,1,300.08,Debit Card,08/02/2023,Istinye Park
I217906,C302358,30,Female,Butter,3,900.24,Cash,27/06/2021,Kanyon
I846907,C105060,36,Female,Powdered whey,5,1500.4,Cash,16/10/2022,Istinye Park
I176751,C182606,52,Female,Condensed milk,5,3000.85,Credit Card,26/09/2021,Kanyon
I325587,C295864,33,Male,Sweetened condensed milk,1,5.23,Cash,28/07/2021,Viaport Outlet
I112845,C323307,69,Male,Modified milk,5,203.3,Cash,13/10/2021,Metrocity
I158003,C104350,46,Female,Evaporated milk,2,600.16,Cash,20/02/2021,Metrocity
I276368,C282281,65,Female,chocolate milk,4,143.36,Debit Card,25/05/2021,Kanyon
I206246,C506887,27,Male,Pasteurized milk 3.0% mg,5,26.15,Cash,04/12/2021,Kanyon
I195587,C528686,42,Female,Pasteurized milk 2.5% mg,2,10.46,Cash,18/02/2021,Kanyon
I213354,C157218,56,Female,Skimmed pasteurized milk,5,5250,Credit Card,03/03/2021,Kanyon
I583185,C172691,68,Female,Sterilized whole milk,5,203.3,Credit Card,25/08/2021,Metropol AVM
I236100,C330221,64,Male,Sterilized semi-skimmed milk,3,15.69,Credit Card,18/09/2021,Mall of Istanbul
I298339,C336104,59,Male,Sterilized skimmed milk,1,5.23,Debit Card,12/06/2021,Mall of Istanbul
I280823,C807852,68,Female,Flavored sterilized milk,3,3150,Credit Card,12/08/2022,Istinye Park
I863565,C128312,25,Male,Powdered milk 28% mg,5,203.3,Cash,28/03/2021,Viaport Outlet
I243784,C150950,40,Female,Powdered milk 26% mg,5,179.2,Credit Card,14/03/2021,Kanyon
I810580,C305706,18,Female,Powdered milk 18% mg,1,35.84,Debit Card,10/01/2021,Kanyon
I297768,C310310,56,Male,Powdered milk 20% mg,4,1200.32,Cash,06/11/2021,Istinye Park
I231514,C414958,36,Female,Powdered milk 12% mg,1,600.17,Cash,21/12/2022,Emaar Square Mall
I200720,C296534,30,Female,Skimmed powdered milk,1,5.23,Credit Card,21/04/2022,Emaar Square Mall
I171758,C234534,52,Female,Total powdered milk,4,162.64,Debit Card,22/03/2022,Emaar Square Mall
I148039,C247694,24,Female,Yogurt,4,4200,Debit Card,13/05/2022,Kanyon
I943432,C141657,30,Female,Cultured milk,2,600.16,Cash,07/07/2021,Mall of Istanbul
I215019,C156233,45,Female,Small cheese,5,203.3,Cash,22/06/2022,Kanyon
I204541,C354331,29,Male,Cheese,4,143.36,Cash,05/07/2021,Kanyon
I528108,C131221,24,Male,Cream,1,15.15,Debit Card,16/10/2022,Metropol AVM
I163618,C123445,46,Female,Butter,2,600.16,Cash,01/08/2021,Emaar Square Mall
I255698,C207443,65,Female,Powdered whey,4,2400.68,Cash,28/10/2022,Metrocity
I328430,C137762,26,Female,Condensed milk,1,35.84,Credit Card,29/10/2021,Viaport Outlet
I561353,C152904,58,Female,Sweetened condensed milk,3,107.52,Cash,10/11/2022,Metrocity
I101472,C216194,45,Female,Modified milk,4,1200.32,Cash,06/07/2021,Metrocity
I109605,C207415,43,Male,Evaporated milk,3,121.98,Debit Card,27/10/2021,Mall of Istanbul
I143755,C621747,25,Female,chocolate milk,4,46.92,Debit Card,16/06/2021,Metrocity
I335633,C621794,53,Female,Pasteurized milk 3.0% mg,3,900.24,Credit Card,21/07/2022,Zorlu Center
I212054,C218289,63,Female,Pasteurized milk 2.5% mg,1,300.08,Debit Card,24/06/2021,Mall of Istanbul
I142204,C235878,37,Female,Skimmed pasteurized milk,1,40.66,Credit Card,28/04/2021,Cevahir AVM
I310814,C251446,68,Female,Sterilized whole milk,4,162.64,Debit Card,17/03/2021,Mall of Istanbul
I202865,C708005,67,Female,Sterilized semi-skimmed milk,5,75.75,Cash,31/03/2021,Mall of Istanbul
I128008,C323349,29,Female,Sterilized skimmed milk,5,1500.4,Cash,13/07/2021,Mall of Istanbul
I244711,C180375,55,Female,Flavored sterilized milk,4,1200.32,Cash,21/11/2021,Mall of Istanbul
I202868,C254007,30,Male,Powdered milk 28% mg,2,600.16,Debit Card,27/02/2022,Kanyon
I229755,C908169,57,Female,Powdered milk 26% mg,5,179.2,Cash,22/11/2021,Istinye Park
I551504,C587022,33,Male,Powdered milk 18% mg,1,600.17,Debit Card,30/03/2022,Zorlu Center
I357584,C485257,54,Female,Powdered milk 20% mg,3,900.24,Cash,13/05/2022,Kanyon
I572568,C196813,66,Female,Powdered milk 12% mg,4,2400.68,Credit Card,02/12/2022,Mall of Istanbul
I834928,C242182,56,Male,Skimmed powdered milk,5,1500.4,Debit Card,10/08/2022,Emaar Square Mall
I301887,C331182,30,Male,Total powdered milk,4,4200,Credit Card,13/04/2021,Zorlu Center
I722991,C206713,19,Female,Yogurt,5,1500.4,Cash,12/03/2022,Zorlu Center
I121934,C376889,22,Female,Cultured milk,1,1050,Cash,07/10/2022,Metrocity
I161868,C333202,29,Male,Small cheese,5,26.15,Debit Card,17/03/2021,Emaar Square Mall
I227368,C147456,44,Male,Cheese,2,600.16,Cash,10/08/2022,Mall of Istanbul
I283492,C221830,38,Female,Cream,1,35.84,Credit Card,28/09/2021,Emaar Square Mall
I236127,C634747,32,Female,Butter,3,900.24,Cash,12/10/2021,Cevahir AVM
I259412,C108986,58,Female,Powdered whey,4,143.36,Credit Card,29/03/2021,Viaport Outlet
I155577,C205202,55,Female,Condensed milk,4,162.64,Cash,21/05/2021,Emaar Square Mall
I311797,C160680,64,Female,Sweetened condensed milk,2,10.46,Credit Card,31/03/2022,Metropol AVM
I242848,C805973,45,Female,Modified milk,3,900.24,Credit Card,27/03/2021,Istinye Park
I448498,C246456,65,Female,Evaporated milk,1,300.08,Credit Card,23/07/2022,Kanyon
I310335,C293191,54,Female,chocolate milk,4,1200.32,Debit Card,08/03/2022,Metrocity
I925190,C248510,58,Male,Pasteurized milk 3.0% mg,5,1500.4,Cash,04/02/2021,Metrocity
I777286,C102849,40,Female,Pasteurized milk 2.5% mg,2,81.32,Debit Card,24/01/2021,Emaar Square Mall
I126253,C732384,24,Male,Skimmed pasteurized milk,5,1500.4,Debit Card,02/02/2021,Metrocity
I287899,C121299,60,Female,Sterilized whole milk,5,1500.4,Debit Card,16/05/2022,Kanyon
I170920,C103741,60,Female,Sterilized semi-skimmed milk,3,15.69,Cash,17/12/2021,Metrocity
I270096,C660491,66,Male,Sterilized skimmed milk,2,10.46,Credit Card,03/05/2022,Metropol AVM
I557757,C323696,59,Male,Flavored sterilized milk,1,5.23,Cash,27/08/2021,Kanyon
I377607,C274788,69,Male,Powdered milk 28% mg,5,58.65,Credit Card,11/01/2022,Metrocity
I256639,C158968,47,Female,Powdered milk 26% mg,4,162.64,Credit Card,05/03/2023,Kanyon
I322886,C289495,39,Male,Powdered milk 18% mg,3,3150,Cash,07/01/2022,Istinye Park
I248770,C646756,54,Female,Powdered milk 20% mg,1,300.08,Cash,19/08/2022,Kanyon
I128121,C193824,67,Female,Powdered milk 12% mg,4,4200,Cash,17/01/2022,Metrocity
I326712,C226996,30,Male,Skimmed powdered milk,2,600.16,Cash,05/05/2021,Metropol AVM
I159865,C276008,27,Female,Total powdered milk,3,107.52,Credit Card,04/01/2022,Mall of Istanbul
I234223,C282899,52,Female,Yogurt,4,162.64,Cash,26/10/2021,Metropol AVM
I616042,C323659,57,Female,Cultured milk,3,15.69,Cash,17/06/2022,Kanyon
I148642,C158270,52,Male,Small cheese,1,300.08,Credit Card,20/04/2021,Mall of Istanbul
I103072,C170969,20,Male,Cheese,4,162.64,Cash,04/04/2022,Forum Istanbul
I497958,C170219,52,Female,Cream,5,58.65,Credit Card,25/02/2022,Mall of Istanbul
I236668,C111026,67,Female,Butter,3,15.69,Debit Card,06/05/2021,Viaport Outlet
I836239,C760307,20,Female,Powdered whey,4,162.64,Cash,13/11/2021,Kanyon
I249682,C183888,64,Female,Condensed milk,3,900.24,Cash,03/08/2022,Metropol AVM
I140825,C144823,20,Female,Sweetened condensed milk,2,81.32,Debit Card,04/02/2023,Kanyon
I742965,C211277,60,Female,Modified milk,3,107.52,Cash,27/08/2022,Zorlu Center
I291579,C204782,36,Female,Evaporated milk,1,300.08,Credit Card,31/10/2022,Mall of Istanbul
I196493,C184882,29,Female,chocolate milk,4,2400.68,Credit Card,27/03/2022,Kanyon
I185316,C228532,45,Female,Pasteurized milk 3.0% mg,1,11.73,Cash,30/05/2022,Zorlu Center
I212235,C315826,18,Female,Pasteurized milk 2.5% mg,1,5.23,Cash,20/01/2021,Cevahir AVM
I219127,C339071,54,Female,Skimmed pasteurized milk,1,15.15,Debit Card,23/12/2022,Kanyon
I971862,C219304,45,Male,Sterilized whole milk,3,900.24,Cash,06/11/2022,Kanyon
I108180,C192474,59,Female,Sterilized semi-skimmed milk,1,5.23,Cash,21/10/2022,Kanyon
I321337,C398415,49,Female,Sterilized skimmed milk,2,600.16,Cash,23/11/2021,Kanyon
I274610,C391672,61,Male,Flavored sterilized milk,3,35.19,Cash,15/01/2022,Metrocity
I678477,C275887,28,Female,Powdered milk 28% mg,3,15.69,Credit Card,06/06/2022,Cevahir AVM
I326054,C198086,36,Female,Powdered milk 26% mg,3,45.45,Cash,02/09/2021,Metrocity
I284282,C822515,69,Female,Powdered milk 18% mg,2,600.16,Cash,10/07/2022,Mall of Istanbul
I256046,C871318,27,Female,Powdered milk 20% mg,3,15.69,Cash,14/04/2022,Mall of Istanbul
I486233,C199664,30,Female,Powdered milk 12% mg,3,900.24,Credit Card,14/03/2022,Metrocity
I237899,C820137,67,Male,Skimmed powdered milk,4,162.64,Debit Card,01/05/2021,Zorlu Center
I102481,C521673,66,Male,Total powdered milk,4,2400.68,Credit Card,22/04/2022,Kanyon
I198156,C149637,52,Female,Yogurt,4,20.92,Cash,26/02/2023,Metropol AVM
I411189,C743273,69,Male,Cultured milk,3,15.69,Credit Card,08/02/2021,Metrocity
I528396,C130273,63,Female,Small cheese,1,300.08,Debit Card,21/11/2022,Metropol AVM
I225178,C240389,20,Female,Cheese,5,1500.4,Credit Card,10/02/2021,Kanyon
I103131,C470346,23,Female,Cream,4,143.36,Cash,22/03/2022,Metrocity
I179619,C423734,47,Male,Butter,3,107.52,Cash,11/10/2022,Metrocity
I229909,C139077,43,Male,Powdered whey,5,1500.4,Cash,10/05/2022,Viaport Outlet
I472142,C842431,55,Male,Condensed milk,1,600.17,Cash,04/08/2021,Cevahir AVM
I184289,C102301,25,Male,Sweetened condensed milk,2,71.68,Credit Card,18/09/2022,Metrocity
I340111,C222159,62,Female,Modified milk,4,2400.68,Cash,01/04/2022,Mall of Istanbul
